domain_name,app_name,developer,email,price,last_update,category,size,number_of_installs,version,compatibility,maturity_rating,app_store_purchases,rating,number_of_ratings,five_star,four_star,three_star,two_star,one_star,link,description,release_text
com.siondream.math,Math Maze!,siondream,david.saltares@gmail.com,Free,16 September 2013,Puzzle,10.0M,"10,000 - 50,000",1.3,2.3.3 and up,Everyone,n/a,4.0,125,78,13,7,5,22,https://play.google.com/store/apps/details?id=com.siondream.math,"Math Maze! Is your head agile enough to succeed at this math based brain teaser game? Reach the exit of the labyrinth as fast as you can by using operations that will open the conditional blockages. Freshen up your mental calculus without even realising! Highly suitable for kids! ------------------------------- Features: ★ Sweet colourful graphics ★ 40 levels ★ Operations, conditions, keys and doors ★ Star based score, try to get them all! ★ Multi language: English, Spanish, French, German, Romanian, Finnish, Portuguese and Polish ------------------------------- Thanks for playing!",Version 1.3 ★ 5 additional levels ★ % operator ★ Polish language ------------------------------- Version 1.2 ★ Option to disable vibration ★ Allows moving to SD ★ Increases size of help text
com.antutu.CpuMasterFree,AnTuTu CPU Master (Free),AnTuTu,service@antutu.com,Free,4 November 2013,Tools,468k,"1,000,000 - 5,000,000",2.5.3,1.6 and up,Unrated,n/a,4.2,"17,615","10,825","3,013","1,388",707,"1,679",https://play.google.com/store/apps/details?id=com.antutu.CpuMasterFree,"Note: Root is necessary AnTuTu CPU Master is a tool for changing the CPU/GPU speed on a rooted Android Mobile Phone/Pad. CPU Master Automatic detection CPU's available frequencys, don't need to manually choose. CPU Master's OverclockWidget show the CPU and battery stats, and change the CPU speed faster and simple. CPU Master feature: + Speed up your processor + Powersave battery (speed down)",v2.5.2 - Support for Jelly Bean (Android 4.1) devices. - Fixed frequency setting now work on some devices. v2.5.1 - Change safemode default action to 'Continue' and reduce waiting time. - Add Polish translate. - Revised Japanese translate. v2.5 - Support GPU Control for Samsung Galaxy S etc. - Interactive governor add go_maxspeed_load setting. - Fixed SVS voltage setting not save after reboot bug. - Add Japanese translate.
com.minecraft.steevejumper,Meet a Steeve Minecraft,MilaPa,7milinfo@gmail.com,Free,20 October 2014,Arcade Brain Games,1.7M,"100,000 - 500,000",5,2.2 and up,Everyone,n/a,3.1,"3,140","1,323",188,223,214,"1,192",https://play.google.com/store/apps/details?id=com.minecraft.steevejumper,"Meet a Steeve Minecraft who dreams of soaring through the skies! This is absolutely FREE to DOWNLOAD! Bounce from platform to platform, dodge the mean flies, and grab everything you can to get the highest score. Your mission is simple: Jump and get as high as you can! Control the Steeve and jump on clouds to geht higher and higher. MULTIPLAYER mode ZOMBIE mode HEROBRINE mode and more wonderful things will be added soon! Give us 5 starts to improve the game for you and please leave comment. Which upgrade do you want . We appreciate the support. Thanks... Jump Steeve it is not associated or connected with Mojang AB and it's game Minecraft - Pocket Edition",Powered by accelerometer control
com.bearpixel.currencyconverter,Currency converter,Bear Pixel,info@bearpixel.com,Free,1 April 2014,Finance,1.3M,"1,000 - 5,000",1.1.1,2.2 and up,Unrated,n/a,4.6,44,35,5,1,1,2,https://play.google.com/store/apps/details?id=com.bearpixel.currencyconverter,"Live currency, foreign exchange rates for 33 world currencies (most popular) with user-friendly design and option to customize and arrange order of favourite currencies. The reference rates are usually updated by 3 p.m. C.E.T. They are based on a regular daily concertation procedure between central banks across Europe and worldwide, which normally takes place at 2.15 p.m. CET.",Minor changes to the server.
com.piapps.android.pincode,All India Pincode Directory,piapps,piappz@gmail.com,Free,2 September 2014,Tools,4.5M,"100,000 - 500,000",2.0,3.0 and up,Unrated,n/a,4.2,"1,244",710,262,131,62,79,https://play.google.com/store/apps/details?id=com.piapps.android.pincode,"Here is a full list of pincodes of India. The application provides easy way to search pincodes and get more details. You can search pincodes by pincode, district or office name. NOTE: First time loading will take a time.",v2.0 - Support for later version - Fixed minor crash issue
com.dmf.wall.GoldenTimeFree,Golden Time Trial,"DMF, Inc.",null,Free,29 October 2012,Personalisation,18k,"10,000 - 50,000",2.0.1,2.1 and up,Unrated,n/a,4.3,108,69,19,11,3,6,https://play.google.com/store/apps/details?id=com.dmf.wall.GoldenTimeFree,"Time of amber dyed to evening sun in the south. The jump of delicate dolphin is a live wallpaper of great power. Dolphin Fantasia Live Wallpaper Data contents ""Golden Time"" ""Dolphin Amber Ocean"" This app is data app of ""Dream Monday Family"" . After you download ""Dream Monday Family"" , select app which you downloaded from ""Data apps"" of Settings of Dream Monday Family and download the wallpapers, please. The wallpapers is downloaded in ""Dream Monday Family"". In Settings of ""Dream Monday Family"", select wallpaper from Wallpaper settings > ScreenSettings > Select background https://play.google.com/store/apps/details?id=com.dmf.wall.DMFLwpSub Full version https://play.google.com/store/apps/details?id=com.dmf.wall.GoldenTime","This app was changed to data app of ""Dream Monday Family""."
pl.ayground.coloringbook2.lite,Coloring Book 2 (lite),playground,support@ayground.pl,Free,1 May 2015,Casual,15M,"500,000 - 1,000,000",15.05.02,4.0 and up,Everyone,n/a,3.7,"3,456","1,764",490,352,260,590,https://play.google.com/store/apps/details?id=pl.ayground.coloringbook2.lite,"Free Coloring Book. Now you can have 500+ free coloring pages right in your pocket. With the recent update it has over 500 images - a really large set of coloring pages to play with! This is a major rewrite of Coloring Book app for kids. Great on a tablet and phone alike. With various images - you will surely find something adequate for your needs. Now you will always have a bunch of coloring pages for your kid to color. And with the built in export option (email, Facebook and other social media sites you have installed on your device) you can easily reach your friends and relatives. Send a birthday, name day, Easter or Christmas card to your distant relatives. Your kid will have lots of fun for hours! You can have some coloring fun with your toddler. You can also make a coloring contest with your kids, the use cases are endless - surely you will find one that suits your needs. Also teens and adults can find it interesting - and share their work with friends. Lots of pictures to choose from: * 400+ colouring pages available from various categories * Animals, Airplanes, Cars, Nature, People, Valentines Day, Stained Glass Pictures and more. * You can color a fairy here and a princess or a newborn dragon Configurable Interface: * ZOOM function to color tiny details. Can be disabled if you find it confusing for your kid. * UNDO function to make sure you can always revert changes you have made. * Advanced COLOR PICKER will allow you to select just the right color. Click ""new"" to select the new color or ""old"" to keep using the old one. Also - a separate color picker with a set of predefined colors if that is what you prefer. * You can EXPORT the image, share it with others via mail or other application installed on your phone (e.g. Picassa, FaceBook, any app that accepts images via standard Android ""share image"" function""). If you like it, consider purchasing an ads free version. Thanks! All the images are free for private use, if you want to use them for any commercial purpose please check with me first. NEW FEATURE (August 2013): Coloring Book will be shown as an application that can accept a photo from your Photo Gallery (so called ""Share"" Intent). It will also work for email attachments and other pictures in your device. - you have unlimited coloring pages now. Draw something on a piece of paper, make a photo of it, download an image from internet, draw a coloring page for your kid in your favorite image editor and send it to your Coloring Book. Unleash your creativity and have fun! This feature is still in experimental phase - I will be glad if you could drop me a note how you see it working on your devices. You may need to crop the image before sending. User comments: • My 7 yr old Daughter loves this! A fun app for when you're waiting at an appt or going for a long ride in the car or bus! • Great!!!!!!! My kids 4-12 love it .. so easy for my four year old to get my phone and use it! • Fun for kids I put this app on my phone for my son & he loves it. Heck every so often I'd use it too. (^.^) • Fun! Fun!",20 New Coloring Pages.
com.conduit.app_047d6e6922714076a33ee0013dd8d584.app,AllThingsRH,AllThingsRH,allthingsrh@gmail.com,$1.10,20 October 2014,Entertainment,12M,100 - 500,1.52.91.796,2.3.3 and up,Unrated,n/a,3.7,3,2,0,0,0,1,https://play.google.com/store/apps/details?id=com.conduit.app_047d6e6922714076a33ee0013dd8d584.app,"All Things Real Housewives! We give you daily gossip and news on all your favorite Real Housewives from Bravo's hit shows. We cover The Real Housewives of Atlanta, Beverly Hills, Miami, Orange County, New Jersey, New York, and more!",Bringing AllThingsRH to Android
com.angrymobgames.guerrillabobthd,Guerrilla Bob THD,Angry Mob Games,support@angrymobgames.com,$4.11,29 April 2011,Arcade,42M,"5,000 - 10,000",1.0,2.2 and up,Everyone 10+,n/a,4.0,104,51,27,12,5,9,https://play.google.com/store/apps/details?id=com.angrymobgames.guerrillabobthd,"Also check out MUFFIN KNIGHT, our brand new game!!! Guerrilla Bob THD offers stunning visuals, cross-platform multiplayer, an arsenal of kick-ass weaponry, unique enemies, explosive ammunition and non-stop humor. This Tegra HD version of Guerrilla Bob is optimized for use on NVIDIA Tegra based Android devices only. ""Achievement in Art"" Finalist in International Games Festival Mobile Awards 2010 ""iPad Game of the Week"" - January 2011, iTunes “Top 10 most anticipated iPhone games for 2010 – It's everything we've been asking for in a twin-stick shooter: depth, variety, and rewards. Guerrilla Bob finally delivers the three elements of which others in the genre have been so starved.” – PocketGamer “John Rambo has nothing on Guerrilla Bob.” – GameTrailers “More gunfire and explosions than a Michael Bay action trilogy.” – Cinema Blend “The art design is phenomenal. I said oh, wow! That's something else.” – TouchArcade TEGRA DEVICE EXTRA FEATURES Greatly improved graphics, with next-gen effects like: - Full Screen Post-Processing effects, like Bloom and Glow - Advanced OpenGL ES 2.0 Shaders - Real-time lighting - Higher resolution textures with better details Split-Screen multiplayer: play a CO-OP game together with a friend, on the same device! KICK-A*S WEAPONRY Bob can collect money from the enemies and use it in the shop to unlock a huge variety of weapons, each with their own upgrades: - Machinegun -Timed Bombs - Molotov Cocktail - Shotgun - Double Uzis - Flamethrower - Rocket Launcher - Grenade Launcher - Sticky Bow - Chain Gun FAST-PACED SHOOTER COMBAT VERSUS DEADLY ENEMIES Face an army of fearsome foes wielding weapons of every variety. This is a challenge not for the faint of heart! SECRET AREAS AND POWER-UPS The story mode levels offer non-stop action with numerous gameplay twists plus exploration to discover hidden areas, secret Power-Ups and bonus items! EPIC BOSS FIGHTS The gateway to each new level is guarded by imposing boss enemies with uniquely powerful weapons and tactics. You will even have to face John Gore himself (from MiniGore fame)! A VARIETY OF GAMEPLAY MODES Dive into the Story Campaign where Guerilla Bob fights through dangerous canyons, steep deserts and dreadful towns. The story mode is split into Arcade mode, where Bob fights for fame, and Mercenary mode, where Bob fights for fortune. Alternatively, engage in Classic Survival Mode where endless enemies come at Bob from all directions in a closed arena environment. In Wave Attack Mode you fight waves of baddies and access the shop to purchase new arsenal. Extra difficulty modes are for players who think they’re experts! ORIGINAL SOUNDTRACK AND PROFESSIONAL VOICES Immerse yourself into this humorous military shooter with an original soundtrack and professionally scripted voice-overs. OPENFEINT LEADERBOARDS AND ACHIEVEMENTS Players can see how they compare to the best digital soldiers in the world via a comprehensive scoring system, online leaderboards and achievements through OpenFeint! CROSS-PLATFORM MULTIPLAYER Guerrilla Bob THD features CO-OP Multiplayer using local Wi-Fi. Players can join forces to overcome the toughest bosses, balance their equipped weapons and help each other out when in trouble. Using Cross-Platform Multiplayer, players will be able to connect a Mac, iPhone, iPod touch, iPad, PC and Android device. If you’re having trouble installing the game, please check our F.A.Q: http://guerrillabob.blogspot.com/p/faq.html Follow us on twitter @guerrillabob",null
gts.wackyduck.market.storm,Wacky Duck - Storm,GoodTeam,youjumedia@gmail.com,Free,5 December 2012,Casual,5.4M,"100,000 - 500,000",1.0.4,1.6 and up,Everyone,n/a,4.3,909,534,224,77,30,44,https://play.google.com/store/apps/details?id=gts.wackyduck.market.storm,"Ladies and gentlemen; ""Wacky Duck - Storm"" come on stage ceremoniously. -More exciting -More gorgeous -Exciting resurrection mode When three birds of the same color are put together, they will be eliminated and gain a certain amount of points to proceed to the next level. There are props maker system, golden eggs system and other interesting modes. Wacky Duck, a good choice to kill time, funny, interesting and attractive",Some devices forced close bug fix
