domain_name,app_name,developer,email,price,last_update,category,size,number_of_installs,version,compatibility,maturity_rating,app_store_purchases,rating,number_of_ratings,five_star,four_star,three_star,two_star,one_star,link,description,release_text
com.brainium.spiderfree,Spider Solitaire,Brainium Studios,support@BrainiumStudios.com,Free,28 April 2015,Card,25M,"1,000,000 - 5,000,000",1.3.2,2.3 and up,Everyone,n/a,4.4,"47,394","29,830","10,513","3,268","1,466","2,317",https://play.google.com/store/apps/details?id=com.brainium.spiderfree,"Spider Solitaire by Brainium is the #1 Spider Solitaire game on Android. If you love Windows Spider Solitaire, you're going to love Spider Solitaire by Brainium even more! Spider Solitaire by Brainium is from the makers of one of the most popular spider card games on the iTunes App Store for iPhone, iPad, and iPod. We've kept Spider Solitaire true to the spirit of the classic game, and crafted a carefully designed app with sharp and clean visuals. We specifically optimized the game for Android phones and tablets of all screen sizes, for an unmatched solitary experience. For a personal touch, you can also become the star of your own Spider game and select your own photos to create custom backgrounds and decks of cards. If you love Spider Solitaire, Klondike Solitaire, Freecell, or any other Patience card games, don't miss out on the best Spider Solitaire for your phone and tablet! Just give the game a try, and we promise Spider Solitaire free by Brainium is the most beautiful and user friendly Spider you've played before. Highlights: ♦ 1 suit ♦ 2 suits ♦ 4 suits ♦ Spiderette ♦ Smart hints ♦ Unlimited undo ♦ Auto complete ♦ Game Statistics ♦ Portrait and Landscape ♦ Interruption friendly with auto-save and resume ♦ Custom themes from your own photos ♦ Leader boards and Achievements ♦ Phone and Tablet support ♦ Install to SD card ( App2SD ) If you enjoy our Spider Solitaire App, check out our other card games: Klondike Solitaire and FreeCell Contact our Five Star support with your questions regarding Spider Solitaire: support@BrainiumStudios.com Visit us on Facebook http://www.facebook.com/BrainiumStudios",Thanks for playing Spider Solitaire :) - Fixed stretched startup screen on most devices - Bug fixes - Fixes & improvements for the newest devices and versions of Android
com.softick.android.cheops,Cheops Pyramid Solitaire,Softick Ltd.,support@softick.com,Free,31 July 2014,Card,Varies with device,"10,000 - 50,000",Varies with device,Varies with device,Unrated,n/a,3.4,76,33,8,11,3,19,https://play.google.com/store/apps/details?id=com.softick.android.cheops,"Popular card game specially designed and optimized for Android. RULES: Pair up all the cards to discard them to DECK. Only uncovered cards available for play. Discard pairs of cards of the same rank or consecutive ranks: Aces & Kings are not consecutive. To make a pair, drag one card over another. Enjoy, Good luck! :)",- Faster and smoother! - Bugfixes based on feedback - Improved layouts - Better look for small handsets - Fixed crashes and memory issues
com.peterbbong.allbodypowerdite_pro,Home exercise diet pro(body),이두바끈,idubakkeun@gmail.com,$1.12,11 February 2015,Health & Fitness,6.3M,"5,000 - 10,000",1.4_pro_add_speed_control,2.2 and up,Everyone,n/a,4.3,222,142,44,15,8,13,https://play.google.com/store/apps/details?id=com.peterbbong.allbodypowerdite_pro,"Home Diet the losing weight of whole body program is made up of doing easily the exercise : of using dumbbell, water bottle -detail explain- before and after stretching and the basic muscular strength compaction, the burn off body fat (formal version), making body line (formal version) you choose exercise from among these when you choose the wanted exercise, we provide explain of exercise posture with counting sound of application that is so easy",null
com.aysgametr.kimbufutbolcu,Kim Bu Futbolcu,AysGame,aysgame@outlook.com,Free,2 December 2014,Trivia,16M,"5,000 - 10,000",3.02,2.3.3 and up,Unrated,n/a,3.4,206,98,13,26,12,57,https://play.google.com/store/apps/details?id=com.aysgametr.kimbufutbolcu,"Kim Bu Futbolcu Futbolu sevenlerin elinden düşüremeyeceği bir oyun. Yüzlerce futbolcu bu oyunda. 2014 Dünya kupasının en önemli futbolcuları seni bekliyor. Özellikler - Reklamsız, internet gerektirmez. - Yüzlerce HD Futbolcu Fotoğrafı - 60 sn'de en yüksek puanları toplamaya çalış - Art arda doğru bilerek bonus barını doldu, daha fazla puan topla - Güzel bir tasarım Anahtar Kelimeler: Futbolcu Yarışması, Futbol, Futbol Bilgi Yarışması, Dünya Kupası Who is This Talent Soccer is a game for those who love can not be dropped from his hand. Hundreds of soccer players in this game. The most important of the 2014 World Cup soccer players are waiting for you. Features - Ad-free, does not require the internet. - Hundreds of HD Player Photo - Try to collect maximum points in 60 seconds - Successive bonus of knowing the correct housing has expired, collect more points - Beautiful design Keywords: Talent Contest, Soccer, Football Quiz, World Cup",3.0 -Online yüksek skorlar eklendi. 2.0 -Hata düzeltmeleri yapıldı.
com.bigpicturethinkers.tingle,Tingle - ASMR and Sleep Sounds,Big Picture Thinkers,bigpicturethinkers@gmail.com,Free,25 February 2014,Health & Fitness,21M,"10,000 - 50,000",2.2b,2.1 and up,Unrated,n/a,3.8,361,169,71,42,27,52,https://play.google.com/store/apps/details?id=com.bigpicturethinkers.tingle,"*New UI/Design with new sounds and finally added mixer feature* *NOTE* There MAY be a looping bug with android 4.x devices and the new mixer. I am still trying to come up with a workaround as Google hasn't fixed it yet, but I felt these new changes might help people as it is now. This is the first FREE ASMR app on Google Play. We've started with relaxing, hand picked YouTube videos which should be able to induce your ASMR and/or help you get to sleep quicker. More videos are added weekly and we are organizing them into easy to use categories. Have a good sleep, relax and get your tingle going with this app. If you have any requests, please feel free to contact us and we'll look at implementing them; you can help make this the best FREE ASMR app! Tingle is still in BETA so there might be major changes at any time. If you have any issues with Tingle (ASMR) please contact us. Please note, in order to play the YouTube videos, you MUST have some sort of YouTube player already installed.",PUBLIC BETA Release 2.2b - Some minor bug fixes PUBLIC BETA Release 2.1b - New favourites feature for sounds - Added 12 new sounds (some older ones brought back on request) - Fixed a few bugs that were causing crashes PUBLIC BETA Release 2.0b - New UI/Design - Merged Ambient and ASMR sounds into a single list - Mix sounds feature with volume control - Brand new ASMR sounds - Basic Timer Added - Stop all sounds icon
com.eazesystems.anneazeplayer,Learning Japanese by News,Daily Listening,dailylistening@gmail.com,$3.20,20 November 2014,Education,802k,"1,000 - 5,000",2.1.1,2.1 and up,Unrated,n/a,4.6,43,32,6,4,0,1,https://play.google.com/store/apps/details?id=com.eazesystems.anneazeplayer,"Learning Japanese by listening ASAHI TV News Please note this application is NOT a product of ANN. ANN Japanese News Player gets RSS data from ANN website everyday, and playbacks audio file, autoscroll the transcript at the same time. It is very convenient for Japanese language learner. FEATURES * Listen to ASAHI TV news episode while reading the transcript. * Auto-scroll the transcript according to the speed of audio. * Download transcript and mp3 into device for offline listening and reading. * Automatic play the next news. * Support replay mode on all news item. * Support landscape mode. * Settings for downloading all categories. * Support background playback. * Display all items count and unread items count for every feed. * View news episode full Web pages without opening Safari. * Translate news to multi language by online translation.","2013-6-15 add font size selection 2013-7-20 bug fix 2013-8-30 add refresh button 2014-1-11 add paragraph repeat function 2014-1-25 rating, group by publish date function 2014-7-15 bug fix 2014-11-20 add furigana 2014-11-21 bug fix(android 5.0)"
com.appmakr.app364337,ZeroGov.com,Freedom's Phoenix,null,Free,25 November 2011,News & Magazines,527k,"1,000 - 5,000",4,2.1 and up,Unrated,n/a,4.1,9,5,2,1,0,1,https://play.google.com/store/apps/details?id=com.appmakr.app364337,"“ANARCHY is the radical notion that other people are not your property.” My site has a patron saint and his name is Lysander Spooner. Find out more here: http://www.lysanderspooner.org/ My charter is unapologetic: I wish to set my countrymen free from the physical and intellectual shackles that makes them wards of the state and beasts of burden subject to the whim of rulers whose only legitimacy is the perception by the fettered and the chained that they must submit. My mission is simple: I don’t want to send the right humans to DC to fix the system, I don’t want to streamline and make government more effective, I don’t want to have limited government which has the same value as wishing for unicorns, for they don’t exist in this time nor any other. The only government I condone is self-government. This site and its contributors wish to continue the abolitionist project of men like William Wilberforce and Lysander Spooner. When all is said and done, government is force and the threat of force and my Rothbardian instincts tell me that ALL initiated aggression is wrong which would have the fortune of placing all government outside of one’s self off the moral reservation. Sure, I am an anarchist but not of the black-clad, masked property destroying variety so popular with the enviruses and the collectivists who wink and nod at them. No, I am an individualist ethical anarchist whose primary goal is the wholesale elimination of ALL slavery and involuntary servitude; chattel, regulatory, tax and any other moniker you wish to employ. I am an abolitionist wishing to complete the good works started by the aforementioned worthies. Can we achieve this in our lifetime? Maybe but probably not. We are planting the seeds and tending the intellectual and spiritual garden. Ask yourself: if you have progeny, do they deserve better than you or should you simply shrug and make excuses for NOT doing the right thing? We owe this to our children, so teach them well. Publisher Bill Buppert is a retired officer from the US Army living in the high desert of the American Southwest with his wife and home-schooled family. He has been a writer for a number of publications to include www.lewrockwell.com and speaks occasionally at freedom events. He is particularly interested in the issues of liberty, survival, shooting and military history. He can be reached at thirdgun@hotmail.com . Senior Editor Kaiser Leib is a proud mountain dweller. He renders tech support and contributes occasional essays to ZeroGov. He may be reached at kaiserleib@gmail.com . “The men the American people admire most extravagantly are the most daring liars; the men they detest most violently are those who try to tell them the truth.” - H.L. Mencken",Updated graphics
com.modoohut.dialer.theme.Jeans,exDialer Theme Jeans,Apk Creative,karsakof@gmail.com,$1.17,10 January 2014,Communication,2.3M,"1,000 - 5,000",v1.1,2.1 and up,Everyone,n/a,4.6,61,48,6,3,2,2,https://play.google.com/store/apps/details?id=com.modoohut.dialer.theme.Jeans,"Beautiful theme in the style of jeans for the program exDialer. installation: 1. Start exDialer 2. Click on the menu, click Theme 3. Select Jeans theme 4. Go back to exDialer com.modoohut.dialer.theme",version 1.1 1. Background is added to landscape mode 2. Other minor fixes
com.ccwilcox.sslivehanukkawallpaperfree,Hanukkah Live Wallpaper Free,ccw,dev@ccwilcox.com,Free,20 February 2013,Personalisation,295k,"5,000 - 10,000",1.1.1,2.1 and up,Unrated,n/a,3.7,73,38,9,9,2,15,https://play.google.com/store/apps/details?id=com.ccwilcox.sslivehanukkawallpaperfree,"Hanukkah Sunrise Sunset Live Wallpaper - Uses phone location to change background with time of sunrise and sunset and stars at night - Beautiful backgrounds around sunrise and sunset Paid version features: - Current phase of the Moon - Menorah automatically lites during Hanukkah at sunset - Flashing lights on the house - Snow can be turned off, or controlled - Turn snow off - And more TO INSTALL: From the Home Screen, hit Menu, tap Wallpaper, tap Live Wallpapers, then select Hanukkah Sunrise Sunset Live Wallpaper Note: If sunrise and sunset times are not correct, make sure coarse network location services (not GPS) is enabled unders Settings, Location",- A few bugs fixed
com.gamemill.monsterjam,MonsterJam,GameMill Entertainment,gamemillent@gmail.com,Free,26 March 2015,Action,194M,"1,000,000 - 5,000,000",1.21,2.3 and up,Everyone,$1.07 - $57.89,4.0,"34,165","20,614","4,484","2,958","1,868","4,241",https://play.google.com/store/apps/details?id=com.gamemill.monsterjam,"Bringing the family-friendly entertainment of live Monster Jam® events straight to your tablet or mobile phone all year round, Monster Jam is an authentic and dynamic mobile gaming experience! Monster Jam® will not only allow you to relive your favourite Monster Jam® moments but to create your own memorable monster truck stunts using all the biggest names in Monster Jam®, including Grave Digger®, El Toro Loco®, Maximum Destruction® and Monster Mutt®! Smash through barriers in actual Monster Jam® events and races, or freestyle through unique environments and hill climbs! - 24 fan-favourite licensed Monster Jam® Trucks recreated in breathtaking detail! - Classic Monster Jam® Arenas to compete in, including Anaheim, Georgia, Houston and Las Vegas! - Experience new content every month when updates bring more trucks, new environments and extra game modes! - Unique and distinctive game modes including racing, destruction, jump stunts, towing competitions and freestyle! - Convincingly accurate 3D physics simulation!",- Several minor bugfixes
