domain_name,app_name,developer,email,price,last_update,category,size,number_of_installs,version,compatibility,maturity_rating,app_store_purchases,rating,number_of_ratings,five_star,four_star,three_star,two_star,one_star,link,description,release_text
com.jb.gokeyboard.theme.tmekeyboardandcolor,Keyboard and Color,T-Me Design Studio,wedesignthemes@gmail.com,Free,31 March 2016,Personalisation,4.5M,"100,000 - 500,000",4.172.46.80,4.0 and up,Everyone,n/a,3.9,"2,898","1,646",377,259,145,471,https://play.google.com/store/apps/details?id=com.jb.gokeyboard.theme.tmekeyboardandcolor,"Our very talented design team came up with a brand new display theme , created especialy for you : KEYBOARD AND COLOR ! DOWNLOAD NOW Keyboard and color and make your smartphone look like a funky rainbow party you will enjoy to see every time you pick up your phone ! - For installation , follow steps 3 thesis : open after download , press "" Set as Active Theme"" and select the theme from the following page ! - The amazing HD screenshots prepared we will show you just how incredible this theme will look on your smartphone keyboard ! - This theme uses GO Keyboard , so if you do not have it installed , you will be redirected to a download page ! - The menus for this theme come with 48 different language translations so you can enjoy it anywhere you come from ! If you liked it , take the time to RATE and COMMENT after you install ! Also , contact us at wedesignthemes@gmail.com with any suggestions or questions you have and keep visiting to see our latest releases and surprises ! This theme uses a freefont All which can be found at http://fontfabric.com/hero-free-font/ and a freevector All which can be found at http://www.vectorbg.net/colourful-glowing-wires- background /",* We added beautiful widgets * Some bug fixing * App speed improved
com.highhappygame.floppysmashup,flappy smosh,HighHappyGame,HighHappyGame@gmail.com,Free,19 January 2015,Action,5.9M,"500,000 - 1,000,000",1.26,2.3 and up,Everyone,n/a,3.6,"15,159","7,244","1,705","1,731","1,242","3,237",https://play.google.com/store/apps/details?id=com.highhappygame.floppysmashup,"Welcome to Flappy smosh world! In this world, you never be misused by bird,you can misuse the birds now! You were not suffering from the fly bird,you can now finally the bird a good child,enjoy in smash birds. Becareful!when birds hit by pile,bird will be angry and fly faster.Smashup the more birds in the same time the more score. Tap Screen to play,don't let birds fly across piple.",Fix bug.
net.zhuoweizhang.mcpelauncher,BlockLauncher,Zhuowei Zhang,zhuowei_applications@yahoo.com,Free,18 March 2016,Tools,8.3M,"10,000,000 - 50,000,000",1.12.5,2.3 and up,Everyone,n/a,3.8,"727,738","409,442","71,164","62,701","38,104","146,327",https://play.google.com/store/apps/details?id=net.zhuoweizhang.mcpelauncher,"ON JELLY BEAN, NORMAL MINECRAFT PE TEXTURES CANNOT BE ACCESSED BY THIS APPLICATION! A demonstration texture pack has been provided. THIS APPLICATION IS INCOMPATIBLE WITH SOME SAMSUNG DEVICES! Devices with Samsung Knox or other security solutions may not be able to utilize the live patching and the ModPE Script Runtime of BlockLauncher. Patching .mod-formatted patches and texture packs still work. A fix is being worked on. BlockLauncher is a custom Minecraft PE launcher that wraps around Minecraft PE and provides loading of patches, texture packs, and mods. (formerly known as MCPELauncher) Just choose Options on the main screen, then select mods. It is that easy! THIS MAY NOT WORK ON ALL DEVICES! If it crashes with your device, please post on the forum thread with your device model and your operating system version for support. THIS APP REQUIRES THE FULL VERSION OF MINECRAFT PE TO RUN. The demo version or the J version is not supported. This program loads libminecraftpe.so from the currently installed copy of Minecraft PE, so it should be compatiable with the mod patching features of PocketTool and QuickPatch. Jelly Bean users: currently, this application cannot load original textures from copies of Minecraft installed by Google Play on Android 4.1 and above. The built-in texture pack will be used. Features: - Patch up to 3 patches - Test the texture pack support with the built-in RepetiCraft texture pack","Please report issues to https://github.com/zhuowei/MCPELauncher/issues Add Item.getMaxStackSize, playerAddExpHook, playerExpLevelChangeHook, entityHurtHook, Item.internal/translatedNameToId Fix crash when breaking block Fix getTextureCoords not working with item IDs larger than 512 Fix leaveGame Fix ModPE.openInputStreamFromTexturePack returning null when importing ModPkg Document which hooks support preventDefault"
com.howie.player,VIDEODEFENCEV2,LeadingDVR,samwu168@hotmail.com,Free,2 March 2016,Tools,5.9M,"10,000 - 50,000",2.5,4.0 and up,Everyone,n/a,3.8,360,173,76,39,27,45,https://play.google.com/store/apps/details?id=com.howie.player,New features： solve the possible crash issue,1. Increase in Turkish。 2. Fix some incorrect characters.
com.pinoy_food_recipes,Pinoy Food Recipes,Cyber Ednalan,rednalan071183@gmail.com,Free,5 November 2015,Lifestyle,26M,"500,000 - 1,000,000",1.7,2.2 and up,Everyone,n/a,4.6,"13,272","10,043","1,990",634,260,345,https://play.google.com/store/apps/details?id=com.pinoy_food_recipes,Free Pinoy Food Recipes and Experience the awesome taste and delectable flavors of Filipino Food Feature.. Search Functionality Offline No required permission,Added Recipes
g.chemquiz,Chemistry Nomenclature Quiz,Next-gen EduChem,nextgeneduchem@gmail.com,Free,2 January 2014,Education,2.3M,"10,000 - 50,000",1.05,2.2 and up,Unrated,n/a,3.7,77,31,20,9,8,9,https://play.google.com/store/apps/details?id=g.chemquiz,"Chemistry Flashcards is the ultimate way for chemistry students to study and memorize the names and structures of all the important chemical nomenclature from a general chemistry course. Quiz yourself, and do it in a way that's fun and logically organized. Don't waste time with other apps that provide a clutter of unnecessary information you don't need to know. General Chemistry Nomenclature let's you choose the quizzes important to your class and focus your efforts to quickly and efficiently study. Quizzes are divided into the following categories - Monoatomic Anions - Polyatomic Anions - Cations - Cations with Multiple Oxidation States - Acids You can choose to be quizzed on any combination of these categories at once. *** Smart Quiz System ensures you will never be asked the same question twice in a row and questions you answer correctly will be asked less often. Truly the best way to learn important chemical nomenclature. *** Created By: Alex Martinko (Design) Sean Luther (Programming)",null
com.jlarchery,Archery,App DEV,watkinslorenir@gmail.com,Free,5 November 2013,Sports,2.4M,"50,000 - 100,000",1.0,2.1 and up,Unrated,n/a,3.3,499,205,67,49,44,134,https://play.google.com/store/apps/details?id=com.jlarchery,"Let yourself once archers, seeing how many points you can hit. This is a very fun casual games, game by shooting flak from the bull's-eye nearer the higher score will win. The game offers a variety of game modes, we will let you put it down, together with the experience it! I hope you will like this game. Features: 1, through the wind arrows under the white wire pulling hair archery; 2, the game by shooting the target board from the bull's-eye nearer the higher score will win; 3, the game difficulty increases with higher score; 4, the game animation is the physical detailed and precise.",null
com.Timmis.ZombieRace,Zombie Race,Timmis Studio,timmisservice@gmail.com,Free,13 May 2013,Arcade,19M,"10,000 - 50,000",1.0,2.0.1 and up,Unrated,n/a,4.1,191,124,18,14,6,29,https://play.google.com/store/apps/details?id=com.Timmis.ZombieRace,"The world is submerging in chaos as the living dead roam the streets. Someone has to deal with their growing numbers. You are one of the legendary zombie hunters, your job is to destroy swarms of walking dead. It’s a dangerous task, as the zombies are dying to catch and rip you apart. Shoot every last one of them. Don’t let them take over the planet. Game features: ☆Swarms of zombies with unique abilities that will keep you hooked; ☆Heart-pounding game mechanics; ☆Diverse gaming locations.",null
com.lightinthebox.android,LightInTheBox Online Shopping,"LightInTheBox Co.,Ltd.",cs_support@lightinthebox.com,Free,14 March 2016,Shopping,Varies with device,"1,000,000 - 5,000,000",Varies with device,Varies with device,Everyone,n/a,4.0,"16,214","8,430","3,373","1,861",785,"1,765",https://play.google.com/store/apps/details?id=com.lightinthebox.android,"With the latest Lightinthebox APP, you can easily start a fantastic journey for shopping. We offer more than a million trending items, ranging from fashion, wedding, prom, home, lifestyle, electronics, and gadgets with amazing price. We are adding new products everyday and often have sales promotion with great discount. There are 10+ million people from 200+ countries have already made satisfactory orders from us. Join us! LightInTheBox is the official App for LightInTheBox.com, a New York Stock Exchange listed global online shopping platform company (NYSE: LITB). With the LightInTheBox app’s intuitive interface you can tap into our amazing line of products to purchase items on the go. With the LightInTheBox app’s intuitive interface you can tap into our amazing line of products to purchase items on the go. Features: • Check out the latest products and sales. • Add products to My Favorites on the go. • Read customer reviews for insights into products. • Get full access to your order history. • Pay for your purchases using PayPal, Credit or Debit Card, Western Union and Wire Transfer. All purchases made on this app are routed through LightInTheBox's secure servers, just as they are on the website. Over 10 million people feel amazing every time when they use lightinthebox app. With it, customers from 200+ countries have satisfactory experience shopping on lightinthebox at umbeatable prices. You can get the hottest trending items 50-80% cheaper than what you pay at local stores. Lightinthebox offers free shipping worldwide and high quality of customer service in 27 languages and 30-day free return. Lightinthebox is one of the best global online shopping platform which offers you millions of trending items ranging from fashion, wedding, prom, home, lifestyle, electronics and gadgets. * Most popular global online shopping platform on Appstore * Over 10 million people from 200+ countries have wonderful shopping experience every day * Get the hottest items 50-80% cheaper than what you pay at local stores * Free shipping worldwide and 30 days free return * High quality of customer service in 27 languages * Millions of trending items ranging from fashion, wedding, prom, home, lifestyle, electronics and gadgets","1,Earn 3% Rewards back for every purchase only on mobile 2,View and submit questions about all product"
com.amtc,Ahmedabad AMTS Info,Skoogle,skooglet@gmail.com,Free,19 February 2015,Transport,2.5M,"10,000 - 50,000",2.0,2.2 and up,Everyone,n/a,4.2,442,261,89,42,19,31,https://play.google.com/store/apps/details?id=com.amtc,"1.Find out the details of all the city bus by numbers/lines 2.Get transit details (both direct and via routes) from source to destination 3. Get all transit at a given location 4. Geo coding enables to identify the nearby transit stops close to you 5. Set reminders, so that the application automatically alerts you once the stop is reached 6. See the map for the current location Also, all this information is available offline and no internet connection is needed Note: While we have made all efforts to make this database 100% correct, please use as per discretion. The owner shall not be liable for any damage nor any guaranteed redeemable benefits.","Updated UI 1. Geo coding enables to identify the nearby transit stops close to you 2. Set reminders, so that the application automatically alerts you once the stop is reached 3. See the map for the current location Also, all this information is available offline and no internet connection is needed Note: While we have made all efforts to make this database 100% correct, please use as per discretion. The owner shall not be liable for any damage nor any guaranteed redeemable benefits."
com.andromo.dev15409.app14670,Urdu News Network,Roath Technologies,jauqur@gmail.com,Free,17 December 2014,News & Magazines,2.5M,"50,000 - 100,000",1.9,2.3.3 and up,Everyone,n/a,4.3,414,272,65,37,20,20,https://play.google.com/store/apps/details?id=com.andromo.dev15409.app14670,"Urdu News Network UNN the original FREE Urdu news link app will gather the Urdu News feeds in print & audio formats which are primarily focused on Pakistan from the professionals in the news business such as BBC Urdu, Jang News, Nawaiwaqt, Khabrain, Jasarat, Urdu Times, Akhbar-e-Khyber, Aaj News, Dunya, Pakistan, Mashriq, Eemaan, Asas, Jura'at, Riyasat, Nai Baat, Jehan Pakistan, Baakhabar, Naya Akhbar, Qudrat, Ausaf & Ummat to name a few. We present all the daily happenings from the news makers of Pakistan right here on a single platform for your ease of access. Please keep sending us your wish list of what newspapers and magazines would you like to see here. UNN is not compatible with some jelly bean handsets. The live news channels have been removed due to feed issues.In case the selected newspaper or page does not load then please exit UNN and re-try in two minutes as sometimes cache needs that much time to refresh. New look and style, More newspapers added BBC now has a single link, Khabrain has been removed due to push ads placed by the site.","The original Urdu News app is back with some updates. For best results use on WIFI. For home screen click on green UNN icon top left. Please note some jelly bean sets cannot use UNN please do not leave negative comments due to that reason, all site run ads are owned by respective newspapers. -- In case the selected newspaper or channel does not load then please exit the app clear cache from the mobile task manager and re-try."
com.artelplus.howtoscarf,Scarf Fashion Designer Free,Artfonica,info@artfonica.com,Free,26 November 2013,Lifestyle,4.3M,"1,000,000 - 5,000,000",1.4,1.6 and up,Everyone,n/a,4.4,"16,574","9,849","4,323","1,583",357,462,https://play.google.com/store/apps/details?id=com.artelplus.howtoscarf,"Design your style with the best scarf tying guide! FASHIONABLE: Excellent collection of scarf knots for classy outfits! STYLISH: Trendy scarf looks for men and women in a scarf look book! ELEGANT: Make your clothes elegant and look more exciting! This app is an illustrative step-by-step guide on tying a scarf: • each knot is presented in a series of well illustrated steps with big pictures and clear instructive schemes. • descriptions advise which type of the scarf knot fits this or that outwear, say, which scarf knot is good for business and which for casual wear. It is always small details that bring a French chic to an outfit. Scarves can make you look different if you know how to wear them. Make your clothes elegant with our guide. Wherever you go - on a date, to the office or to the beach - you can pick the best style out of the richest collection ever!",1.4: • +2 new knots • and Booklook! 1.3: • new design of instructions • new knot - Accordion Bow • compact app size
