domain_name,app_name,developer,email,price,last_update,category,size,number_of_installs,version,compatibility,maturity_rating,app_store_purchases,rating,number_of_ratings,five_star,four_star,three_star,two_star,one_star,link,description,release_text
net.reecam.ipc.wel,NEOCAM D,vinson,vinson@szneo.com,Free,19 April 2013,Libraries & Demo,1.1M,"10,000 - 50,000",1.8,2.2 and up,Unrated,n/a,3.5,81,36,11,11,6,17,https://play.google.com/store/apps/details?id=net.reecam.ipc.wel,"Mobile Phone Client Software 1, achieve real-time monitoring of IP camera. 2, monitor the voice and the intercom. 3, capturing and video. 4, yuntai operation.",null
com.andromo.dev15409.app14670,Urdu News Network,Roath Technologies,jauqur@gmail.com,Free,17 December 2014,News & Magazines,2.5M,"50,000 - 100,000",1.9,2.3.3 and up,Everyone,n/a,4.3,413,271,65,37,20,20,https://play.google.com/store/apps/details?id=com.andromo.dev15409.app14670,"Urdu News Network UNN the original FREE Urdu news link app will gather the Urdu News feeds in print & audio formats which are primarily focused on Pakistan from the professionals in the news business such as BBC Urdu, Jang News, Nawaiwaqt, Khabrain, Jasarat, Urdu Times, Akhbar-e-Khyber, Aaj News, Dunya, Pakistan, Mashriq, Eemaan, Asas, Jura'at, Riyasat, Nai Baat, Jehan Pakistan, Baakhabar, Naya Akhbar, Qudrat, Ausaf & Ummat to name a few. We present all the daily happenings from the news makers of Pakistan right here on a single platform for your ease of access. Please keep sending us your wish list of what newspapers and magazines would you like to see here. UNN is not compatible with some jelly bean handsets. The live news channels have been removed due to feed issues.In case the selected newspaper or page does not load then please exit UNN and re-try in two minutes as sometimes cache needs that much time to refresh. New look and style, More newspapers added BBC now has a single link, Khabrain has been removed due to push ads placed by the site.","The original Urdu News app is back with some updates. For best results use on WIFI. For home screen click on green UNN icon top left. Please note some jelly bean sets cannot use UNN please do not leave negative comments due to that reason, all site run ads are owned by respective newspapers. -- In case the selected newspaper or channel does not load then please exit the app clear cache from the mobile task manager and re-try."
com.sweet.froyo.party,Froyo Icecream - Frozen Yogurt,Iconic Limited,hammada@servicetoolbox.co.uk,Free,8 July 2014,Casual,29M,"10,000 - 50,000",1.0,2.3 and up,Unrated,$2.12 - $10.67,3.4,216,102,19,15,23,57,https://play.google.com/store/apps/details?id=com.sweet.froyo.party,"It's time for some froyos! Kids all around the world are making frozen yogurt creations!! Now you can make yours on your iphone or ipad! Choose from a huge list of cups/flavors/toppings/spoons/etc... Once you finish your creation, share it with your friends and family via facebook and email. People are gonna love your freshly made froyos Features: - Easy and Simple gameplay - Awesome graphics - Create your own super yummy looking froyo dessert! - Create and share a cup of froyo to your friends and family! - 100s of items for you to create with! Download now to play endless hours of fun. Please don't forget to rate us, it means a lot to us.",null
com.punyweakling.skins.pluto,Pluto - HD Keyboard Theme,punyweakling,punyweakling@gmail.com,Free,16 April 2013,Personalisation,26k,"50,000 - 100,000",1.6,1.6 and up,Unrated,n/a,4.1,344,211,53,27,17,36,https://play.google.com/store/apps/details?id=com.punyweakling.skins.pluto,"This is a ""Real HD"" keyboard skin- no blurry edges, no artifacts. *** THIS IS NOT A STANDALONE KEYBOARD APP: IT IS A THEME *** YOU MUST USE IT FROM INSIDE A KEYBOARD REPLACEMENT APP*** Compatible with: Kii Keyboard Smart Keyboard Pro Ultra Keyboard Perfect Keyboard Super Keyboard And many more... --- CAN'T GET IT TO WORK?: http://bit.ly/qwertyhelp -- please read it --- *** This is a theme only - please rate the design of the theme - keyboard function is not part of this app *** I got annoyed at all the ""so called"" HD skins for Better Keyboard on the Market so I'm starting to make my own with attention to pixel-level detail. Dare to compare. --- Visit: http://qwerty.punyweakling.com Twitter: @punyweakling",Added light-green to prediction text - Better Keyboard 8.2.2+ only. Rotate to update the prediction colour (it holds in cache).
com.spreedinc.providers.californianewspaperpartnership.bayareanews,Bay Area News,"Digital First Media, Inc.",dfmmobilesupport@digitalfirstmedia.com,Free,10 November 2015,News & Magazines,29M,"10,000 - 50,000",6.2.6.150,4.0 and up,Everyone,n/a,3.6,77,33,18,8,2,16,https://play.google.com/store/apps/details?id=com.spreedinc.providers.californianewspaperpartnership.bayareanews,"The brand-new Bay Area News mobile app is the most comprehensive, accurate, and content-rich source of local news for the communities of the San Francisco Bay Area. Here are just a few of the many features of our new app: • Improved push notifications for Breaking News • Attractive layout for ease of use • Convenient sharing capabilities • Frequent updates to ensure the latest news is always at your disposal",• Performance Enhancements
dsgraham.stickman.android,Run Stickman Run,dsgraham,dsgraham@gmail.com,Free,13 May 2014,Arcade,6.1M,"1,000 - 5,000",1.0.3,2.3 and up,Unrated,n/a,3.7,82,41,9,10,7,15,https://play.google.com/store/apps/details?id=dsgraham.stickman.android,"See how far you can make the Stickman run in this chaotic and unforgiving world. Simple Controls!!! *Touch and hold to slide, let go to jump! Features Achievements and Leaderboards!!! *Compare your scores with friends or people around the world. I am a lone developer making games in my spare time, so please leave a comment. I promise I will read all of them.",Added a mute button for sounds on the main page.
com.disney.dedisneychannel_goo,Disney Channel,Disney,help-dc@disney.es,Free,27 January 2016,Entertainment,21M,"1,000,000 - 5,000,000",1.2.8,4.1 and up,Teen,n/a,4.1,"41,685","24,730","6,123","3,746","2,368","4,718",https://play.google.com/store/apps/details?id=com.disney.dedisneychannel_goo,"Discover the Disney Channel in a new way with the Disney Channel App – watch your favorite shows like Jessie, Violetta, Phineas and Ferb, Dog with a Blog and Art Attack anytime & anywhere in the Disney Channel Livestream and the Disney Channel 7-day Catch-Up Service – all free! Features: - Livestream - Catch-Up Service - Electronic Programme Guide For further information: http://spiele.disney.de/disney-channel-app Internet connection required.",Minor bug fixes and optimized performance.
com.roar.liveTraffic.liveTrafficMelbourneFree,Traffic Cam Melbourne Free,RoarApps,roarapps@gmail.com,Free,15 December 2014,Transport,Varies with device,"10,000 - 50,000",Varies with device,Varies with device,Everyone,n/a,4.0,242,101,82,26,13,20,https://play.google.com/store/apps/details?id=com.roar.liveTraffic.liveTrafficMelbourneFree,"Only app on Google Play with ALL Melbourne Traffic Cams! Traffic web cams for commuters in Melbourne, Australia. Ready to head home and you want to check the traffic? Live Traffic Melbourne is the fastest way to get to the traffic web cams that matter to you. Instead of browsing to a web site and working your way through the menus and map graphics to find a web camera just open Live Traffic Melbourne on your android and go straight to the camera you want with one click. Navigate through the other cameras along your route, in order, with a simple Next button. Should I stay or should I go? The traffic is slowing to a crawl. Is it going to clear quickly or is it time to bail and find a better route? Open Live Traffic Melbourne, select the nearest camera with one click and then navigate through the web cams along your route to see how far the congestion continues. Cameras are maintained by VicRoads. Individual cameras may be inoperative due to weather conditions or maintenance requirements.","v1.4.0 Updated Look and Feel v1.31 -Camera source now updated, all cameras back up. Sorry for the inconvience v1.30 -Fixed images being too small on some devices. It should now stretch to fill the width of the phone. v1.22 Added landscape mode Removed title bar so images are larger Users should see less timeout errors Support for large screens Minor bug fixes"
mn.smartcar,SmartCar,Smart UB,ubs121@gmail.com,Free,27 May 2014,Transport,464k,"1,000 - 5,000",0.0.3,2.3.3 and up,Everyone,n/a,3.8,25,13,3,3,2,4,https://play.google.com/store/apps/details?id=mn.smartcar,"Vehicle tax, insurance information",virtual keyboard added
org.cocos2dx.oilenterprise,Oil Digger,Michael Ayalon,petwebdesigner@gmail.com,Free,19 January 2015,Strategy,15M,"10,000 - 50,000",1.31,4.2 - 4.4,Everyone,$1.07 - $10.84,2.8,333,98,31,32,35,137,https://play.google.com/store/apps/details?id=org.cocos2dx.oilenterprise,"You have inherited an oil production plot in Dallam county, Texas and 1 million dollars. In this fun and thought-provoking entrepreneurial adventure, you manage crude exploration, drilling. Refine oil products and sell them for profit to become a billionaire in 10 years. ---- FEATURES ---- * Start & manage productions * Purchase the materials you need from the material market. Buy cheap to increase profits! * Compete against friends & others. * Drill more oil wells to increase production capacity. * Plan for natural disasters.",Improved Performance Bug fixes
