domain_name,app_name,developer,email,price,last_update,category,size,number_of_installs,version,compatibility,maturity_rating,app_store_purchases,rating,number_of_ratings,five_star,four_star,three_star,two_star,one_star,link,description,release_text
com.mindray.heroesvszombies,Humans vs Zombies,MT Games,mindraytech@gmail.com,Free,23 August 2014,Action,34M,"100,000 - 500,000",11.0,2.2 and up,Medium Maturity,$1.11 - $5.56,4.0,"12,115","6,933","1,941","1,232",652,"1,357",https://play.google.com/store/apps/details?id=com.mindray.heroesvszombies,"When the dead takes over, sharp Humans against deadly Zombies! The war between humans and zombies continues. So many heroes have already fallen, but you’ve managed to survive. Don’t pat yourself on the back just yet because danger is around every corner. You need to do all you can to resist the walking dead and save your house, community from deadly invasion. It’s a brand new gaming experience that’s unlike anything you’ve played before! ☆☆☆☆☆ Features ☆☆☆☆☆ • This is a strategy game as well as action game. • Evil zombies from the zombie village with special skills and Zombie Lords. • Several unique weapons from Knives, guns, spears, armored tanks. • Earn Gold Coins to boost life power, upgrade weapons and buy other exciting war g ea rs. • Magic, Land Mines, Glu, Spray Fire, Earthquake all at your disposal to combat the zombies • Maps: Mysterious maps for your battles across the world – Egypt (Pyramid), Greek (Spartans), Rome (Gladiators) and other exciting locations to fight. We keep coming up with more and more exciting battle locations. • Fantastic artwork, animations and sound effects! ☆☆☆☆☆ How to play ☆☆☆☆☆ • Be careful how you use your limited supply of arms and ammo — as you dash to battle of wits and raw action. • Guns, Magic, Earthquake, Spears and Knives - You have an exotic assortment of weaponry, but you MUST use them wisely. • Let your warriors and heroes get you out trouble spots once in a while, but don’t form the habit of always getting in a fix, these walking dead and undead are very wicked and stupid, so run them down as soon as they show up. • Action game: Conquer and kill zombies to collect free gold, coin and war goodies. Upgrade your heroes, meteor missiles, and earthquake and get all the fighting power you need. • Super strategy game: Make sure you plant your foot soldiers in strategic positions and at the right time in other to combat the zombie ☆☆☆☆☆Top free game ☆☆☆☆☆ • This app offers in-app purchases. You may disable in-app purchasing using your device settings. • The game is FREE but to support our development works we had to integrate Ads though not at the cost of user experience.",Brand New Map with New Levels!! -FREE 1000 Gold Coins for upgrading! -New Theme -New Zombies -New Humans -New Levels -New ZombieLords....
com.codeminders.inotes,iNotes,Codeminders,lord@codeminders.com,Free,27 October 2013,Productivity,455k,"10,000 - 50,000",1.4,2.2 and up,Everyone,n/a,2.7,110,32,10,11,10,47,https://play.google.com/store/apps/details?id=com.codeminders.inotes,"Simple notes application, capable of syncing notes between you Mac computer and Android phone. Notes, created in Apple Mail.app are visible and editable via this application and vice versa. Multiple accounts and background sync is supported. If you do not use Mac you still can use this application using only local, not server-synced notes.",v1.4 * Corrected notes list formatting * Using system date format to display dates v1.3 * Fixed problem with accented characters. * Improved gmail.com accounts detection. * Other minor bug fixes and improvements.
com.ustwo.happysnapper,Happy Snapper,ustwo,android@ustwo.co.uk,Free,12 June 2012,Photography,7.1M,"10,000 - 50,000",1.0.0,2.2 and up,Everyone,$0.99,3.8,114,60,19,11,5,19,https://play.google.com/store/apps/details?id=com.ustwo.happysnapper,"Happy Snapper is the perfect app to make fun of your friends, yourself or just about anything. Choose from an amazing selection of editable stickers, take a picture, then slap a sticker on it with your own hilarious message. Call someone a “joker”, tell someone “you smell”, or if you’re that way inclined – tell them “I love you”. Your imagination and creativity is the only thing that limits the fun you can have with this app.",null
com.tommo.nggpeff1,Freddi Fish Missing Kelp Seeds,Humongous Entertainment,support@humongous.com,$5.51,3 April 2014,Family,59M,"500 - 1,000",1.0.2,2.3 and up,Everyone,n/a,4.2,33,20,5,5,1,2,https://play.google.com/store/apps/details?id=com.tommo.nggpeff1,"Freddi Fish and The Case of the Missing Kelp Seeds Join detective Freddi Fish and her partner/best friend Luther as they take on their latest case, for it is Grandma Grouper’s kelp seeds that feed the fish under the sea. Explore underwater caves, deep canyons and colorful reefs, and discover fascination places like King Crab’s Castle and A Sunken Ship Out of Time, in an effort to save he reef. Freddi Fish and the missing Kelp Seed is a great mystery children would enjoy for hours. Using logical thinking to sharpen their skills as they gather information and solve the mysteries of the sea! —User Reviews— “The puzzles are difficult without being frustrating, and there are plenty of fun animations to watch and hot spots to click along the way.” FEATURES: • Explore over 40 places as Freddi and Luther try to find the missing kelp seeds. • Every location is filled with wonders, a touch and who knows what will appear, with over 500 secret touch points there’s a new surprise every time you play. • Fun music mini-games keep things lively for you and your child.",null
com.dlto.animation.appwidget01.memo,[Sale] Molang Ani Memo Widget,DLTO,cs@dlto.co.kr,$0.99,1 April 2014,Personalisation,462k,"1,000 - 5,000",1.0.3,2.2 and up,Everyone,n/a,4.7,182,155,12,8,2,5,https://play.google.com/store/apps/details?id=com.dlto.animation.appwidget01.memo,Molang Animated Memo Widget. Tab Molang and see Molang’s move. Very easy to remember anything. ★ Big sales event for celebrating open! ★ Just one week! You can get all of character widget 50% off.  Get molang widgets at the special price  of $ 0.99 ! ★ How to use 1. Touch the Bubble 2. Choose character you like 3. Write down memo and check it from preview 4. Press back button and comeback to home screen ★ Special Features - Molang Moves as you toch the Molang - You can choose from 5 Cute Molangs - Auto Charater change: Automatically changes characters as you turn on your home screen. - Animation ON/OFF - Memos you wrote will be saved automatically and can share memos ★ Want to see other Molang Animated Widget? - Molang D-day Widget (https://play.google.com/store/apps/details?id=com.dlto.animation.appwidget01.dday) - Molang Battery Widget (https://play.google.com/store/apps/details?id=com.dlto.animation.appwidget01.battery),Add font size
com.goldstar.floppyfish,Floppy Fish,GoldStar,goldstar971978@gmail.com,Free,5 April 2014,Puzzle,3.8M,100 - 500,1.0.1,2.2 and up,Everyone,n/a,2.7,3,1,0,0,1,1,https://play.google.com/store/apps/details?id=com.goldstar.floppyfish,"1. Content : - Swimming the fish into freedom! - Tap the screen to move the fish up, and help it escape it's evil master. - Make your way through the tiny holes in an easy to learn but hard to master adventure. - Don't forget to share your scores on facebook! 2. Game Free, ...",null
com.gamesoftmobile.funnyhiddenobjects,Funny Hidden Objects,GameSoftMobile,gamesoftmobile@gmail.com,Free,6 December 2014,Casual,42M,"50,000 - 100,000",1.0.5,2.3 and up,Everyone,n/a,3.7,839,373,160,111,85,110,https://play.google.com/store/apps/details?id=com.gamesoftmobile.funnyhiddenobjects,Funny Hidden Objects is one of the best hidden object games ever created. Enjoy multiple beautiful scenes with lots of hidden items. You goal is to find a series of hidden objects on each level. Use Hint and Zoom buttons to find items quickly. If you can not complete any level you can simple skip it and try to complete it later. Completed levels will be unlocked and you can replay them with different hidden objects set. When you complete the game press More Games button to install more hidden object games.,null
com.tung91.freemianogen,Mianogen Free - CM11/PA/Mahdi,tung91,tis891@gmail.com,Free,5 December 2014,Personalisation,8.5M,"50,000 - 100,000",8.0,4.4 and up,Everyone,n/a,4.3,"2,112","1,262",503,190,65,92,https://play.google.com/store/apps/details?id=com.tung91.freemianogen,"MIANOGEN ★★★ If you like this theme please consider the Donate version! ★★★ ✔This theme is compatible with AOKP/CM9/10/10.1/11 and it supports [XHDPI/HDPI] ========= THEME FEATURES: ✔ New Google JFK's icons and some new custom icons made by me! ✔ Overall new classy UI ✔ Clean and minimal look ✔ Themed system icons ✔ Themed navbar icons ✔ Themed statusbar notifications ✔ New switch design and toggles ✔ New default wallpaper ✔ Themed camera UI (much smoother!) ========= HOW TO APPLY THE THEME: ✔Once you've downloaded the theme, go to Settings/Themes or Theme Manager ✔ Find and highlight the Mianogen Theme and hit apply ✔ If you get an error message, apply the default theme first and reboot. Then apply the Mianogen theme and reboot again for all changes to take effect.","✔ 8.0 Update : ✰ <b>After every update <font color=""#b0120a"">please reboot your device !</font></b> ✰ Lollipop tweaks ✰ Some L's QuickSetting tiles ✰ System resources update ✰ Add L's delete button to system ui ✰ Improve playstore's resources ✰ Flatter QS tiles and new L's toggle icons ✰ Fix Calendar's Agenda view ✰ Improve some icons ✰ Themed Lockscreen ✰ Improved L statusbar icons ✰ Android L ringtone, notification sound ✰ Added Missing PA's notification elements"
com.KT.contactlist,Contact List 3D,Max code,shoaib78675@gmail.com,Free,9 September 2014,Tools,Varies with device,"10,000 - 50,000",Varies with device,1.6 and up,Everyone,n/a,3.6,204,99,21,25,12,47,https://play.google.com/store/apps/details?id=com.KT.contactlist,"List Your Contacts in a unique and Beautiful 3D type Of List View. Tap on each phone number to call or text that number. Add to create a new contact! Beautiful 3d type list view . You can call or message from. Feature: Easy to Use Attractive Gui 3D List view Set different list color Options To provide feedback, or request features feel free to email the developer Disclaimer: In order to keep the app 100% free, its ad supported and may contain ads in the notification tray and/or home screen. The required permissions are just for ads. Thanks for your support.",Backup Option is added to save your contacts. Search option added for the esiness of user to directly go to his/her contact. Update your Existing Contacts
kr.designcity.T_WDGLsa,웹디자인기능사 필기시험 기출문제,Design City,kkong3576@gmail.com,Free,18 April 2014,Education,2.0M,100 - 500,1.1,1.6 and up,Low Maturity,n/a,5.0,3,3,0,0,0,0,https://play.google.com/store/apps/details?id=kr.designcity.T_WDGLsa,"웹디자인기능사 필기시험 기출문제 (2014~2011) 1. 웹디자인기능사 필기시험 기출문제 수록 - 자동채점 기능 - 시험시간 설정 기능 - 문제 해설 수록 - 문제 답 저장기능 2. 지하철에서, 버스, 화장실에서 웹디자인기능사 시험대비 30분 공부하기 13회차분 문제수록 --------------------------------------------- 2014년 1회 필기시험 (New 추가) 2013년 5회 필기시험 (New 추가) 2013년 4회 필기시험 2013년 2회 필기시험 2013년 1회 필기시험 2012년 5회 필기시험 2012년 4회 필기시험 2012년 2회 필기시험 2012년 1회 필기시험 2011년 5회 필기시험 2011년 4회 필기시험 2011년 2회 필기시험 2011년 1회 필기시험 ** 건축, 토목, 도시, 조경 관련 시험 어플 ***************** [ 건축사 ] 건축사 예비시험 기출문제 (Tstore 판매) [ 기사 ] 건축기사 필기시험 기출문제 (Tstore 판매) 건축기사 실기시험 기출문제 (Tstore 판매) 건축기사 실기시험 건축시공 핵심요약 (Tstore 판매) 도시계획기사 필기시험 기출문제 (T스토어, 무료) 실내건축기사 필기시험 기출문제 (Tstore 판매) 자연생태복원기사 필기시험 기출문제 (T스토어, 무료) 조경기사 필기시험 기출문제 (T스토어, 무료) [ 산업기사] 건축산업기사 필기시험 기출문제 (Tstore 판매) 조경산업기사 필기시험 기출문제 (Tstore, 무료) [ 기능사 ] 웹디자인기능사 필기시험 기출문제 (무료) 전산응용건축제도기능사 필기시험 기출문제 (무료) 전산응용기계제도기능사 필기시험 기출문제 (무료) 전산응용기계제도기능사 필기시험 핵심요약 (무료) 전산응용토목제도기능사 필기시험 기출문제 (무료) 전자출판기능사 필기시험 기출문제 (무료) 조경기능사 필기시험 기출문제 (무료) 조경기능사 필기시험 핵심요약 (무료) 컴퓨터그래픽스운용기능사 필기시험 기출문제 (무료) 컴퓨터밀링선반기능사 필기시험 기출문제 (무료) 컴퓨터응용선반기능사 필기시험 기출문제 (무료) [ 공무원 시험 ] 7급 공무원 건축계획학 기출문제 (무료) 7급 공무원 건축구조학 기출문제 (무료) 7급 공무원 건축시공학 기출문제 (무료) 9급 공무원 건축계획 기출문제 (무료) 9급 공무원 건축구조 기출문제 (무료) 9급 공무원 도시계획개론 기출문제 (무료) 9급 공무원 토지이용계획 기출문제 (무료) 9급 공무원 조경학 기출문제 (무료) 9급 공무원 조경계획 및 생태계관리 기출문제 (무료) 9급 공무원 토목설계 기출문제 (무료) [ 기타 ] 주택관리사보 1차 시험 기출문제 (무료) 주택관리사보 2차 시험 기출문제 (무료) 시험 기출문제 어플 카페 http://cafe.naver.com/smartpass Issue a written test Chul Web Design Skills (2014-2011) 1 more web design Craftsman written test Chul problem     - Automatic scoring     - Test time setting     - Commentary problem more     -Save feature for question 2 on the subway, the bus, in the bathroom 30 minutes Web Design Skills Test Prep study  Recurrence of 13 minutes issue, the more --------------------------------------------- Once the written test 2014 (New addition) Written exam five times in 2013 (New addition) Four times a written exam 2013 2013 written test twice Once the written test 2013 Written test 2012 times Four times a written exam 2012 2012 written test twice Once the written test 2012 Written test 2011 times Four times a written exam 2011 2011 written test twice Once the written test 2011 * Architecture, civil engineering, urban, landscape application ***************** relevant test [Architect] Preliminary tests architect Chul problem (Tstore sales) [Article] Articles written test problem construction Chul (Tstore sales) Chul architects practical test problem (Tstore sales) Building Construction Executive Summary architects practical test (Tstore sales) Articles written test Chul urban planning problem (T Store, free) Interior architects Chul issue a written test (Tstore sales) Articles written test restore natural ecological problems Chul (T Store, free) Articles written test problem landscape Chul (T Store, free) [Industry News] Articles written test problem construction industry Chul (Tstore sales) Landscape Industrial Engineer issues a written test Chul (Tstore, free) [Technician] Web Design Skills Chul issue a written test (s) Chul architectural drafting technician computer application issues a written test (s) Computational and Applied Mechanical System Technician Chul issue a written test (s) Computer Application Executive Summary mechanical drafting technician written test (s) Civil engineering technician computer application systems Chul issue a written test (s) Electronic Publishing Craftsman written test Chul problem (s) Landscape Technician Chul issue a written test (s) Executive Summary Landscape Technician written test (s) Chul operational problems in computer graphics technician written test (s) Craftsman lathe milling machine Chul issue a written test (s) Computer Application Skills shelf Chul issue a written test (s) [Civil service examination; School officials plan Chul seventh grade construction problem (s) The seventh grade civil construction gujohak Chul problem (s) Chul civil engineering construction problems during seventh grade (s) Grade 9 Chul civil construction planning problem (s) Civil constructions Grade 9 Chul problem (s) Introduction to city planning officials Grade 9 Chul problem (s) Chul-level land use planning officials issue 09 (free of charge) Chul-level officials issue of Landscape Architecture 09 (free of charge) Landscape planning and ecosystem management officials Grade 9 Chul problem (s) Grade 9 Chul civil engineering design problem (s) [More] Housing management problems Chul primary examination newsletter (free) Property Management newsletter Chul second test problem (s) Cafes test application Chul problem http://cafe.naver.com/smartpass",null
