domain_name,app_name,developer,email,price,last_update,category,size,number_of_installs,version,compatibility,maturity_rating,app_store_purchases,rating,number_of_ratings,five_star,four_star,three_star,two_star,one_star,link,description,release_text
Adrenaline.Crew,Race Stunt Fight! Motorcycles,Adrenaline Crew,helper@adrenalinecrew.com,$1.12,10 February 2013,Racing,28M,"5,000 - 10,000",1.11,2.0.1 and up,Low Maturity,$0.99,3.7,164,98,8,13,2,43,https://play.google.com/store/apps/details?id=Adrenaline.Crew,"Race, stunt and fight your way across America on your motorcycle. Play as one of the Adrenaline Crew, sport bike, cop or chopper rider as you gain points completing stunts and finishing first! +++ONLY PEOPLE RATING THIS 1 STAR ARE USING OLD VERSIONS, UPGRADE YOUR VERSION+++ ""One of the best games for 2012"" The Washington Post ""Road Rash on Steroids"" Gamer Online Magazine ""If it wasn't for this game I would probably get a lot of work done!"" Kenny Kelley From the #1 selling 'Adrenaline Crew' platinum motorcycle mayhem DVD series we come to you now as digital anarchy... HOW TO PLAY - Tilt your phone/tablet to steer left and right - Stay away from cars, curbs, and cops -Tap ATTACK to punch and kick other players off their bikes and get Stunt Bonuses - Tap the Stunt button to wheelie and perform other special stunts - Pick up Nitro's to earn an extra boost. - Tap break to avoid wrecks and sticky situations, bike will automatically do an endo! FEATURES * Adrenaline filled addictive gameplay with ultra smooth tilt controls * Over 10 different characters to unlock and play, each with their own unique abilities, speed and gameplay! * Real stunts the Adrenaline Crew performs on the streets across America * Gain points by holding stunts while being attacked by other riders. * Lifelike character animations and physics * Play with Game Center and add your score to the Leader Boards and unlock achievements! * Facebook integration: compete with your friends for top score and post brags to your wall * Awesome realistic sound effects recorded from real motorcycles, including a sport bike, chopper, dirt bike, and a cafe racer! BONUS TIPS - Save up your Nitro to use in sticky situations like running away from other bikers attacking you - Concentrate on coming in first and just fending off those who attack you - Hit Nitro then Stunt button so you can get extra speed while doing a stunt - If being attacked on the side that a cop is shooting radar don't hit the rider off till you pass the cop, he will go after the other guy instead!",Updated for all new phones! Read changes below. Changes: *NO ADS * Updated for graphics cards on new phones. * New control system. * All characters of Adrenaline Crew to choose from! * Unlock all bikes or levels with one click! * New Menu buttons and layout for all phones * Added Traffic for higher levels of difficulty. * Added Adrenaline Crew's DVD Trailers * New Sound effects for better game play * Faster speeds for all riders
Air.Lite,Air Lite Psychrometric Calcs,"Cold Means Mobile Software, LLC",kevinlawsonleedap@gmail.com,Free,17 June 2014,Productivity,1.2M,"50,000 - 100,000",1.1,2.3 and up,Everyone,n/a,4.2,266,149,64,20,13,20,https://play.google.com/store/apps/details?id=Air.Lite,"Psychrometric calculator for HVAC engineers, designers, technicians, commissioning agents, and maintenance personnel. SI and IP units are supported. Inputs: - Altitude - Dry Bulb Temperature And either: -Wet Bulb Temperature -Relative Humidity - Dew Point Temperature To Calculate: -Wet Bulb Temperature -Relative Humidity -Dew Point Temperature -Atmospheric Pressure -Barometric Pressure -Enthalpy -Humidity Ratio -Density -Specific Volume -Vapor Pressure Calculations are made using The American Society of Heating Refrigeration and Air Conditioning Engineers (ASHRAE) Fundamentals 2009 ideal gas equations. You must hit the clear button in between calculations. If more than three properties are filled in the application will default to using wet bulb as the humidity input.",Fixed display to be compatible with more devices.
AppZappy.NIRailAndBus,NI Rail,AppZappy,info@appzappy.co.uk,Free,22 May 2013,Transport,1.5M,"10,000 - 50,000",2.1.4,2.1 and up,Low Maturity,n/a,3.6,262,143,30,6,10,73,https://play.google.com/store/apps/details?id=AppZappy.NIRailAndBus,"NI Rail is the offline train timetable app for Northern Ireland Railways Translink users. We hope this app will help commuters get around Belfast and Northern Ireland with less fuss and hassle. No longer do you need to carry the paper timetable nor constantly look up times online! ********************************* Now supports Multijourney routes! ********************************* This is not an official Translink application, we are in no way affiliated. * Supports multiple trains in a single journey! * Favourite stations and routes on the dashboard! * Delay notifications in app, from Translink's Twitter page * Station page containing all arrivals, links to maps and directions. * Alarm for your train * See were your train should be on the map! (Timetables aren't accurate on special holidays such as Christmas Day, Boxing Day, New Year's Day, St Patrick's Day, Easter weekend, May Day, July Holidays and other public holidays) NI Railways, Northern Ireland Railways, Translink Timetable App, timetables, train times, NIR",Updated to include the new April timetables and fix a few bugs that have cropped up.
AtelierMitsuyama.TohoWifiWidgetBeta,Touhou Switch Girl,アトリエみつやま,ateliermitsuyama@gmail.com,Free,13 March 2013,Tools,13M,"100,000 - 500,000",11,2.1 and up,Low Maturity,n/a,4.5,"2,255","1,669",335,130,41,80,https://play.google.com/store/apps/details?id=AtelierMitsuyama.TohoWifiWidgetBeta,"This is the switch widget with the Touhou Project. ☆Usage ・On click the switch icon on widget, change of state. ・On click the character's face on widget, can change characters and functions. ☆Function that can be switched are the following. ○Wi-Fi ○Vibration, Silent ○Screen Brightness ○Bluetooth ○Screen Rotation ◯GPS ○LED light ○Airplane mode The switch has 20 characters! ☆Author's site URL: http://a-mitsuyama.net Twitter: https://twitter.com/#!/am_chocomelon ☆Illustrator nemu→ http://www.pixiv.net/member.php?id=3409282 chocomelon→ http://www.pixiv.net/member.php?id=944285 ☆Touhou Project's site http://www6.big.or.jp/~zun/","☆Add a function, Airplane mode. ☆Add Characters, Syameimaru Aya, Kagiyama Hina, and Alice Margatroid."
AutomateItPro.mainPackage,AutomateIt Pro,SmarterApps Ltd,support@automateitapp.com,$3.55,5 February 2015,Productivity,12M,"50,000 - 100,000",4.0.122,2.2 and up,Low Maturity,n/a,4.3,"4,590","2,779",998,348,204,261,https://play.google.com/store/apps/details?id=AutomateItPro.mainPackage,"AutomateIt is designed to make your life easier by automating various tasks on your Android smartphone or tablet. AutomateIt Pro has all the goods that the free version has and it's an ad-free, popup-free version with some awesome new and advanced features (ALL locked features of the free version are unlocked with AutomateIt Pro) Limited time offer: Pro users don't need points to download rules from the rules market www.androidapps.com - ""Cool and innovative!"" AutomateIt Pro provides a set of useful rules: Conserve power when battery level is low Quiet at night when screen is off Vibrate mode during meetings Max volume when headset unplugged Lower volume when headset plugged Unmute by SMS Automatically turn on/off speaker during call using proximity sensor And more... The advanced features included in this version are: • Composite Triggers - use more than a single trigger for each rule using AND/OR logic between these triggers • Composite Action - execute several actions as a result of a single trigger (which can be a composite trigger) • Rule Active Period - set an active period for each rule. Really useful if you only want a certain rule to be active only during daytime, weekends, just an hour a day etc. • Sensor Trigger - utilize all your device' sensors as a trigger for a desired action. This includes usage of all the sensors supported by Android - Accelerometer, Light, Proximity etc. • Calendar Trigger - monitor events on your different calendars • Enable/Disable Screen Lock Action - Enables or disables your screen lock slide/pattern/password/pin • Cancel delayed execution by trigger - Auto-cancel delayed execution when defined trigger is launched • Cell ID Trigger - Trigger when connecting or disconnecting from defined cellular cells (Unlimited number of predefined saved locations) • Recurring Event Trigger - Executes a defined action every defined time interval • Copy Rule - Create a new rule, based on an existing one Visit the developer's website for user guide for these new features. If you are upgrading from the free version, follow these simple steps for an easy upgrade: Backup your existing rules from the main screen menu Uninstall AutomateIt free version Install AutomateIt Pro Restore your backed-up rules Note: Some features might require root - see description of free version or visit developer's website. Want to AutomateIt with your own language ? visit http://automateitapp.com/translateit . Currently supports English, German, Spanish, Hebrew, Polish, Danish, French, Italian, Czech, Slovak, Romanian, Chinese, Hungarian, Portuguese, Japanese, Koreanת Dutch and Russian.",• NEW Weather Trigger - worldwide support! • Bug fixes Join our Beta Users Group at http://goo.gl/PRgQGA Help us translate AutomateIt at http://translate.automateitapp.com
BlueMongo.AspectRatioCalculator,Aspect Ratio Calculator,BlueMongo Studios,support@blueMongo.com,Free,16 November 2011,Tools,128k,"10,000 - 50,000",1.7,2.2 and up,Everyone,n/a,4.2,70,45,7,8,4,6,https://play.google.com/store/apps/details?id=BlueMongo.AspectRatioCalculator,"A simple tool that makes it easy to calculate the dimensions to resize an image. Great for graphic designers, or anyone resizing images or video.","Version 1.7 of the Aspect Ratio Calculator has the ability to move the app to the SD card, a greatly improved German translation (Great thanks to Thorsten Friese), updated Google Ads and the implementation of Google Analytics."
ChickenFree.story,ChickenFree.,SkyElephant,myskyelephant@gmail.com,Free,11 January 2013,Arcade,2.1M,100 - 500,1.0,2.1 and up,Everyone,n/a,5.0,4,4,0,0,0,0,https://play.google.com/store/apps/details?id=ChickenFree.story,"Cheerful chickens will help you to spend time pleasantly. Cheerful music, interesting story. Collect bonuses and gain game points.",null
ChimeMe.BigBen,Chime Me Big Ben,Emad Adroid Apps,emadleiman47@gmail.com,Free,4 September 2011,Lifestyle,13M,"10,000 - 50,000",1.00,2.2 and up,Everyone,n/a,4.2,285,175,49,19,14,28,https://play.google.com/store/apps/details?id=ChimeMe.BigBen,"http://www.bestappsmarket.com/p/app?appId=133772&title=chime-me-big-ben "" title=""Chime Me Big Ben is in Best Apps Market!"">http://www.bestappsmarket.com/sr/images/award-1.png""/> One customer is using this app to listen to the sweet sounds of Big Ben to chime in the new year! Please see the comment. Do you come from the UK, England or London or have you visited London in the past? Do you miss the unforgettable and unique sound of that chiming that comes only from the big ole bell called Big Ben? Do you want your Android phone or tablet computer to have a unique rich chiming sound? If you answered yes to any of the above questions then this application is for you. This application contains actual sounds recorded from the historic Big Ben. Please Note: This is the free version. The Full Version contains many additional useful features. Free Version Features: * Configure when to chime. * One-Touch enabling or disabling all all chimes. * Real sound recordings of Big Ben. * Works on Android phones and tablet computers. Additional Full Version Features: * Configure silent period when you need it silent. * Widget to turn sound On / Off. * Silent when on a phone call. * Silent when playing music by default. * Independently control chime volume. Feature Description Configure when to chime. This allows you to tell Chime Me Big Ben when you want it to chime. You can configure it to chime at 15 minutes past, half past, a quarter before and on each hour. To configure Chime Me Big Ben to chime on these, tap the Chime Settings button from the Chime Me Big Ben home screen then tapping the appropriate check boxes to enable them under the ""Chiming for each quarter of the hour:"" heading. One-Touch enabling or disabling all all chimes. Allows you to completely turn off the chiming of Chime Me Big Ben by tapping the Chime Settings button from the Chime Me Big Ben home screen then tapping the ""Master Chimes"" checkbox to enable it. Configure silent period when you need it silent. < *** Full Version *** > There may be times when we don't want the clock to chime. For those times, just configure a ""Silence"" period that will stop the chiming from being heard. Silent when on a phone call. < *** Full Version *** > As a connivence, Chime Me Big Ben will not chime while you are on a phone call so you don't have to worry about it chiming in your ear while on the phone. :-) Independently control chime volume. < *** Full Version *** > Chime Me Big Ben allows you to set the volume for the chiming sound independently of other sounds that are made on you Android device. To set the chiming volume, just tap Chime Settings button from the Chime Me Big Ben home screen then tap ""Chime Volume"" under the ""Media:"" heading. A set of radio buttons will be displayed so you can set the volume. Just tap the appropriate volume loudness and it will be set. Note: All of these settings will remain active until you change them. If you like this free version of Chime Me Big Ben, you will love the full version. You will really feel like you are in London close to Big Ben! Please rate and review this application.","Anakhsenamun: The full version allows you do make it silent during the night. Full version now has a widget to allow you to turn the chime sound on and off right from your home screen. Hi Curtis, I will look into creating a widget for the full version after completing our current project. Glad everyone likes this application. Please support development of it by purchasing the full version. Thanks sonic for correcting us on the description of ""Big Ben"" :-)"
Com.DesignSkillUP,디자인스킬업,H&P,korhanjjj@unitel.co.kr,Free,20 December 2011,Education,1.2M,"1,000 - 5,000",2,2.1 and up,Low Maturity,n/a,5.0,4,4,0,0,0,0,https://play.google.com/store/apps/details?id=Com.DesignSkillUP,"누구나 디자이너가 되기 위한 로망이 있다. 정밀 묘사부터 제품 디자인까지 전체적인 흐름을 알아보고 디자인 역량을 강화 시켜보자! 메뉴구성은 1.정밀묘사 2.채색 3.단순화I 4.단순화II 5.패턴화(배열) 6.제품화 ---- 개발자 연락처 : 경남 창원시 의창구 용지로 248번지(용호동,경남발전 연구원 302호 내 306호) 070-7521-8033 전화 부재가 많아 가급적 메일 이용 부탁드리겠습니다. korhanjjj@unitel.co.kr",2.0 카울리 광고 수정
Com.DrawingSkillUpEng,Drawing Skill Up(Eng),H&P,korhanjjj@unitel.co.kr,Free,9 September 2011,Education,1.6M,"1,000 - 5,000",2.0,2.1 and up,Low Maturity,n/a,3.0,3,1,0,1,0,1,https://play.google.com/store/apps/details?id=Com.DrawingSkillUpEng,Tip for beginner(or starter)who study dessin! Step 1. Overview of drawing Step 2. Type of Line Step 3. Form and structure Step 4. Shade(Light and Darkness) Step 5. Practical use line and shade Step 6. Description I Step 7. Description II Step 8. Conclusion,2.0 Changed layout eighth page of this App.
