domain_name,app_name,developer,email,price,last_update,category,size,number_of_installs,version,compatibility,maturity_rating,app_store_purchases,rating,number_of_ratings,five_star,four_star,three_star,two_star,one_star,link,description,release_text
com.tonydroid.workactivity,Working Hours,tonydroid,tonydroid10@gmail.com,$2.83,7 January 2015,Business,5.6M,"1,000 - 5,000",5.9,4.0 and up,Everyone,n/a,3.6,79,24,24,18,3,10,https://play.google.com/store/apps/details?id=com.tonydroid.workactivity,Working Hours is a quick and easy app that helps you keep track of the hours of work you and your employees have done.,Simplified data entry.
com.yodesoft.android.game.yopuzzle,Jigsaw Puzzles,yojigsaw.com,yodesoft@gmail.com,Free,11 August 2014,Puzzle,7.3M,"1,000,000 - 5,000,000",2.8.52,2.3.3 and up,Everyone,n/a,4.3,"10,844","7,044","1,964",778,403,655,https://play.google.com/store/apps/details?id=com.yodesoft.android.game.yopuzzle,"Jigsaw Puzzles (Yo Jigsaw Puzzle - All In One) is a free jigsaw puzzle game, it is simple, easy to use, suitable for the whole family to play. Jigsaw Puzzles has many unique game features, game types and modes, as well as a huge selection of jigsaw puzzle themes, all those are designed to provide very enjoyable entertainment for all ages. ★★★★★ FEATURES ★★★★★ * Eight puzzle games challenge your brain. * Three game modes suit for all age. * Build-in beautiful, high-definition jigsaw puzzles. * Over 150+ free online web albums. * Turn your own photo to puzzle. * Search and play any pictures from internet. * Numerous options to customize the puzzle. * Support shape distortion. * More than 200+ shapes. * Support puzzle rotation. * Fun drift bottle puzzle. * Save picture to your device. * Set picture as wallpaper. * Masters and Score leader board. * You can play online or offline. * You can play on your Android device, phone or tablet! * Updates and small-sized game. * All features are free, no purchases required. https://play.google.com/store/apps/details?id=com.yodesoft.android.game.yojigsaw ★★★★★ PRO FEATURES ★★★★★ * Ad Free. * HD Puzzle Themes. * Landscape Mode. * More Puzzle Pieces. * More Puzzle Backgrounds. ★★★★★ MORE ★★★★★ Yo Jigsaw Puzzle for iPad: http://itunes.apple.com/us/app/yo-jigsaw-puzzle-free/id495463456?ls=1&mt=8 Online web puzzle game for Pc/Mac: http://www.yojigsaw.com Search ""yodesoft"" to get more games! Please feel free to e-mail us with any bug reports, requests, or questions!",Fix game crash.
com.pagesuite.interiordesignersdirectory.droid,Interior Designers Directory,The Chelsea Magazine Company,digitalsubscriptions@archant.co.uk,Free,3 October 2012,Lifestyle,9.0M,"1,000 - 5,000",2.3,2.2 and up,Unrated,n/a,4.1,10,6,1,1,2,0,https://play.google.com/store/apps/details?id=com.pagesuite.interiordesignersdirectory.droid,"Brought to you by leading UK magazine The English Home, The Interior Designers Directory is a beautiful publication that give readers easy access to a wealth of knowledge and experience. We at The English Home magazine, have gathered together interior designers from across the regions who are experts in their field and can help bring life and character to your home and commercial interiors. Considering that we spend over 90% of our working and living day in interior spaces and that design is proven to affect our health, safety and welfare, should we not pay more attention to the quality of our interior surroundings? Furniture, colours and textures speak to us, and when a particular design catches our eye, we feel inspired to try it in our own homes. Interior Designers Directory gives you the opportunity to share your thoughts, passions and favourite colour schemes with a true professional who, by listening to your requirements and keeping within your budget, can help you achieve the right look for each room. Interior Designers Directory brings you a step closer to the professionals and to the right design. Flip your device and view the app in either orientation or tap the page selector to choose a specific page to fast-navigate to. You can also download and save individual Designers or the full directory to enjoy offline and when you are on the go.",null
aphonkuk.dalkihouse,Strawberry House cacao theme,Brainpub for Theme,brainpub1117@gmail.com,$1.39,23 July 2014,Personalisation,677k,"1,000 - 5,000",4.0,1.6 and up,Everyone,n/a,4.4,7,6,0,0,0,1,https://play.google.com/store/apps/details?id=aphonkuk.dalkihouse,"Got too popular Strawberry House cacao Flick theme! Strawberry House katok theme Cute little strawberry cute and sweet is the theme of the story. - ^ ^ Can not see anywhere in the rarest themes Thus I promise you will not regret going - How to Apply katok theme Cacao cacao formal support from Tok Tok theme skin. Cacao Flick After you install a theme, how to apply and install Go after setting the dial on the menu at the top of the cacao Tok More Is set in a strawberry theme, theme settings, press menu during installation. If you select it, a cute strawberry theme woven ~ ~ ~ apply complete ~ / / / All rights reserved strawberry theme. Kims licensing Unauthorized distribution and copying at is subject to legal prosecution.",1.0.0 Strawberry House cacao Flick theme launch
com.simmertech.usanewshub,USA News: American Newspapers,Simmer Technologies,support@simmertech.com,Free,28 February 2015,News & Magazines,2.3M,"1,000 - 5,000",2,3.0 and up,Everyone,n/a,4.3,14,9,2,2,0,1,https://play.google.com/store/apps/details?id=com.simmertech.usanewshub,Collection of all leading Newspapers and Magazines across United States of America in one application. Save your favorite Newspapers and access recently read Newspapers in one click.,null
com.f84games.airbeargrylls,Air Bear Grylls,F84 Games,f84games@gmail.com,Free,24 June 2014,Action,8.1M,"10,000 - 50,000",1.0.1,2.3.3 and up,Unrated,n/a,3.4,651,290,67,65,48,181,https://play.google.com/store/apps/details?id=com.f84games.airbeargrylls,"YOUR FAVORITE SURVIVOR IS BACK! Fully equipped with his trusty Jetpack… Take control of Bear Grylls as he rockets through the AIR and avoids rocky obstacles! Bear Grylls, Winner! Best Lead Character - 148apps.com 2013 Best App Ever Awards! Air Bear Grylls is the most addictive one touch obstacle avoidance game in the App Store today! Free to Play and NO In-App Purchases. High quality graphics, smooth gameplay and the most EPIC character you could ask for. Quick play and simple tap control is addictive and fun for anyone! Once you start you won’t be able to put it down. Can you help Bear Grylls in his latest and greatest High Flying Adventure?",Bug fixes
com.eyalgames.killerbeeslite,Killer Bees Lite,Eyal Games,eyals.developer@gmail.com,Free,7 January 2014,Strategy,282k,"10,000 - 50,000",1.6,1.5 and up,Everyone,n/a,3.8,92,50,9,9,12,12,https://play.google.com/store/apps/details?id=com.eyalgames.killerbeeslite,"Killer Bees requires a 1GHz processor. (Developed on a Nexus S.) The red Bees are after the yellow bees' honey. Help the yellow bees fight off the red bees, and save their honey. Enjoy the game, and send any feedback you like, This game is still under development. Internet access required for ads.",Changed High Scores Server
com.sohomob.battlefindthedifference2,Battle Find the Difference 2,SohoMob,info+ftd2@sohomob.com,Free,4 June 2013,Educational,26M,"100,000 - 500,000",1.2,2.2 and up,Unrated,$0.99 - $4.97,4.1,"2,508","1,286",610,354,89,169,https://play.google.com/store/apps/details?id=com.sohomob.battlefindthedifference2,"Find the difference with friends now !「Battle Find the Difference 2」is the classic game for you!. You can co-operate with your friends together or challenge people ! How fast can you spot 5 differences between 2 photos? Compete with your friends now! What are you waiting for ? JOIN THE BATTLE NOW! FEATURES: ★ More than 800 differences to find out ★ Over 100 levels to challenge ★ Each round is new experience ! (Random Differences) ★ Excellent game graphics and sound effects ★ Compete with your friends/family in Versus Mode ★ Daily hints & time-extension bonus We hope you enjoy this photo hunt game with your family, friends and child. For any questions or comments, please feel free to email us: info@sohomob.com Website: http://www.sohomob.com Facebook: https://www.facebook.com/pages/SohoMob/199496160073425 Twitter: https://twitter.com/#!/sohomob Weibo: http://weibo.com/u/2045050263",- Minor bug fixes
AtelierMitsuyama.TohoWifiWidgetBeta,Touhou Switch Girl,アトリエみつやま,ateliermitsuyama@gmail.com,Free,13 March 2013,Tools,13M,"100,000 - 500,000",11,2.1 and up,Unrated,n/a,4.5,"2,936","2,136",437,179,70,114,https://play.google.com/store/apps/details?id=AtelierMitsuyama.TohoWifiWidgetBeta,"This is the switch widget with the Touhou Project. ☆Usage ・On click the switch icon on widget, change of state. ・On click the character's face on widget, can change characters and functions. ☆Function that can be switched are the following. ○Wi-Fi ○Vibration, Silent ○Screen Brightness ○Bluetooth ○Screen Rotation ◯GPS ○LED light ○Airplane mode The switch has 20 characters! ☆Author's site URL: http://a-mitsuyama.net Twitter: https://twitter.com/#!/am_chocomelon ☆Illustrator nemu→ http://www.pixiv.net/member.php?id=3409282 chocomelon→ http://www.pixiv.net/member.php?id=944285 ☆Touhou Project's site http://www6.big.or.jp/~zun/","☆Add a function, Airplane mode. ☆Add Characters, Syameimaru Aya, Kagiyama Hina, and Alice Margatroid."
germ4n.mycar,My Car,Germán Navarro,android@germ4n.com,Free,2 January 2011,Transport,71k,"10,000 - 50,000",1.05,1.6 and up,Everyone,n/a,3.8,124,64,20,10,8,19,https://play.google.com/store/apps/details?id=germ4n.mycar,How many times have you asked yourself where's my car? Download now the application My Car for your Android phone and never forget again the location of the car! My Car will remember it for you. It's easy and simple to use. And it's completely free!,-Localization improved. -Spanish version.
com.saudagran.wallpaperapp,Abstract Wallpapers 1,Saudagran Tech,azora.bs@gmail.com,Free,3 August 2014,Tools,20M,"10,000 - 50,000",1.0.2,2.3 and up,Unrated,n/a,4.2,337,221,44,27,23,22,https://play.google.com/store/apps/details?id=com.saudagran.wallpaperapp,This application has abstract wall papers and it is easy to use you don't need to download images.. Simple and sweet HD wallpapers for your smart phones Lets enjoy it! :),Bug Fixed
com.shoecakedroid.RandomMahjong,Random Mahjong,Paul Burkey,paul@shoecakedroid.com,Free,7 May 2015,Puzzle,Varies with device,"1,000,000 - 5,000,000",Varies with device,Varies with device,Everyone,n/a,4.3,"17,265","11,068","3,323","1,298",581,994,https://play.google.com/store/apps/details?id=com.shoecakedroid.RandomMahjong,"Just when you thought Mahjong had been covered, along comes a stylish Solitaire Mahjong game ready to take centre stage. The game looks incredible on a Tablet or a phone. This is a free mahjong game. A single player solitaire mahjong game, also known as Shanghai Mahjongg, Taipei Mah-Jong, Kyodai Majong, or Mahjong Trails. The game uses a unique random board generator, so a fresh challenge awaits with every play. A solution walk-through will help to teach the basic rules to anyone unfamiliar with the Solitaire variant of Mahjong game. FEATURES: - Google Play Leaderboards and Achievements - Auto Save (Press Home), come back any time and continue. - Solution walk-through available for every level. - Amazing photo realistic tile graphics - Small (32 tiles) boards perfect for beginners! - Relaxing free game play with no time limits. - Undo, Rewind and Shuffle feature. - Easy, Medium, Hard, Custom and Preset modes. - That ""one more try"" feeling!",Bug fixes and optimisations. Rebuilt using latest SDKs and Android Tools.
