domain_name,app_name,developer,email,price,last_update,category,size,number_of_installs,version,compatibility,maturity_rating,app_store_purchases,rating,number_of_ratings,five_star,four_star,three_star,two_star,one_star,link,description,release_text
Adrenaline.Crew,Race Stunt Fight! Motorcycles,Adrenaline Crew,helper@adrenalinecrew.com,$1.12,10 February 2013,Racing,28M,"5,000 - 10,000",1.11,2.0.1 and up,Unrated,$0.99,3.7,165,99,8,13,2,43,https://play.google.com/store/apps/details?id=Adrenaline.Crew,"Race, stunt and fight your way across America on your motorcycle. Play as one of the Adrenaline Crew, sport bike, cop or chopper rider as you gain points completing stunts and finishing first! +++ONLY PEOPLE RATING THIS 1 STAR ARE USING OLD VERSIONS, UPGRADE YOUR VERSION+++ ""One of the best games for 2012"" The Washington Post ""Road Rash on Steroids"" Gamer Online Magazine ""If it wasn't for this game I would probably get a lot of work done!"" Kenny Kelley From the #1 selling 'Adrenaline Crew' platinum motorcycle mayhem DVD series we come to you now as digital anarchy... HOW TO PLAY - Tilt your phone/tablet to steer left and right - Stay away from cars, curbs, and cops -Tap ATTACK to punch and kick other players off their bikes and get Stunt Bonuses - Tap the Stunt button to wheelie and perform other special stunts - Pick up Nitro's to earn an extra boost. - Tap break to avoid wrecks and sticky situations, bike will automatically do an endo! FEATURES * Adrenaline filled addictive gameplay with ultra smooth tilt controls * Over 10 different characters to unlock and play, each with their own unique abilities, speed and gameplay! * Real stunts the Adrenaline Crew performs on the streets across America * Gain points by holding stunts while being attacked by other riders. * Lifelike character animations and physics * Play with Game Center and add your score to the Leader Boards and unlock achievements! * Facebook integration: compete with your friends for top score and post brags to your wall * Awesome realistic sound effects recorded from real motorcycles, including a sport bike, chopper, dirt bike, and a cafe racer! BONUS TIPS - Save up your Nitro to use in sticky situations like running away from other bikers attacking you - Concentrate on coming in first and just fending off those who attack you - Hit Nitro then Stunt button so you can get extra speed while doing a stunt - If being attacked on the side that a cop is shooting radar don't hit the rider off till you pass the cop, he will go after the other guy instead!",Updated for all new phones! Read changes below. Changes: *NO ADS * Updated for graphics cards on new phones. * New control system. * All characters of Adrenaline Crew to choose from! * Unlock all bikes or levels with one click! * New Menu buttons and layout for all phones * Added Traffic for higher levels of difficulty. * Added Adrenaline Crew's DVD Trailers * New Sound effects for better game play * Faster speeds for all riders
Defendroid.Defender,Defender,Embedded Professionals,cncbiz1@hotmail.com,Free,17 June 2013,Arcade,4.4M,"1,000 - 5,000",5.0,2.2 and up,Unrated,n/a,3.2,55,18,10,7,6,14,https://play.google.com/store/apps/details?id=Defendroid.Defender,"Android Defender Defender is a fresh modern remake of the top rated classic arcade game DEFENDER. Taken to a new level of fighting off waves of Aliens to defend Android Astronauts from being captured into outer space, this deep space game will test your hand eye coordination and vigilant skills to save astronauts from power-starving aliens! YOUR MISSION: To defend all astronauts by destroying aliens launched out to seize all life form. Each Alien is solely after Android astronauts which by capturing, expands their advancing powers to support them imprison additional astronauts. As the Aliens advance to more powerful forces they ruthlessly attack your ship for interrupting their abduction operations. If you fall short of defending astronauts while protecting yourself from aliens…GAME OVER! Be sure to visit our Facebook page and leave comments suggestions and tips and tricks! be sure to use the tuning options to make the game play the way you want it to. Pinch the screen above the controls to set the zoom level! Is REALLY awesome on tablets! www.facebook.com/AndroidDefender",It was still checking for internet connectivity even though it doesn't need a license now. So now it can be played in airplane mode
Magi.nightskylwp,Night Sky Live Wallpaper,Magi Entertainment,magi@magientertainment.com,$0.99,14 March 2012,Personalisation,1.5M,10 - 50,1.0,2.1 and up,Unrated,n/a,null,null,null,null,null,null,null,https://play.google.com/store/apps/details?id=Magi.nightskylwp,Enjoy a Simple relaxing night sky with clouds going by in the night. You can control the speed of the clouds or turn them off for a clear night sky. I will update the wallpaper with the 2.5 version when it’s release to add more effects and animation. If you enjoy it please download the premium versions to help compensate the free downloads. http://market.android.com/search?q=pub%3AMagi+Entertainment,null
Pedcall.Calculator,Medical Calculators,Pediatric Oncall,feedback@pediatriconcall.com,Free,2 July 2015,Medical,4.1M,"100,000 - 500,000",4.3,2.3.3 and up,Everyone,n/a,4.1,714,358,199,75,26,56,https://play.google.com/store/apps/details?id=Pedcall.Calculator,"Pediatric Oncall's Medical Calculators Easy to use, offline and instant results for all calculations even during your practice. This is an free application for all medical personal followed by the Pediatriconcall page relating to http://www.pediatriconcall.com/fordoctor/pedcalc/calcmain.aspx Calculators included are categorized as follows: Growth Calculator: » Height » Weight » Head Circumference » Predict Height » Mid Parental Height » Body Surface Area (BSA) » Body Mass Index (BMI) » Basal Metabolic Rate (BMR) Conversion Calculator » Conversion of Temperature Celsius to Fahrenheit » Conversion of Weight From Pound to Kg » Conversion of cm to inches Renal Conversions » Serum Osmolality » Bicarbonate & Base Excess » Fractional Excretion Of Sodium » Creatinine Clearance » Creatinine Clearance (Schwartz Formula) » Normal Values Of GFR » Anion Gap Pregnancy Calculators » APGAR Score » Ovulation Date » Pregnancy Due Date » Conception Date Blood Pressure Calculator » Blood Pressure Blood Group Detection » Find Your Blood Group Critical Care » Alveolar arterial Gradient (A-a gradient) » ET Size » Normal Respiratory Rate » Predicted Mean Peak Respiratory Flow Rates » Corrected QTc » Sodium Deficit in Hyponatremia » Burns Fluid Requirement Drug Dose Calculators » Emergency Drug Formula Diarrhea Solution Calculators » Diarrhea Solution » IV Rates Blood Reference Values » WBC Count » Coagulation Profile » Blood Indices » Immunoglobulin IgG Subclass Levels » Immunoglobulin Reference Values » Serum Complement Reference Values » Lymphocyte Reference Values » Corrected CSF WBC Count for RBC`s » Corrected Reticulocyte Count Endocrine and Antibody Tests » Thyroid Function Test » Antibodies & Their Associated Diseases Drugs Interaction » Drugs Interaction Checker *Supports API levels 8 & above (Android 2.2 and above)",Minor bugs fixed and stability enhanced.
Shamu.Timezonemate,Timezonemate,shasunder,shasunder@gmail.com,Free,26 August 2013,Business,105k,"5,000 - 10,000",1.1,1.6 and up,Unrated,n/a,4.1,95,50,26,9,2,8,https://play.google.com/store/apps/details?id=Shamu.Timezonemate,"This application will provide the current time in different time zones. Some of the times available are Central Standard Time (CST), Pacific Standard Time (PST), Eastern Standard Time (EST), Mountain Standard Time (MST),Indian Standard Time IST etc.,",null
Unyverse.pro,Upvise Pro CRM,Unyverse Ltd,tbrethes@upvise.com,Free,5 February 2015,Business,1.9M,"50,000 - 100,000",5.4.5,2.3.3 and up,Everyone,n/a,4.1,"45,748",210,100,39,13,36,https://play.google.com/store/apps/details?id=Unyverse.pro,"Mobile + Cloud Solutions for Smart Companies Mobilize your client and company data teamwide. Upvise links it all seamlessly in the cloud. Simple yet fully integrated & customizable. Sales Management: Manage your sales pipeline, Track every deal in real-time on any device, Create invoices on the fly. Customer Management: Call logging, Activity history, Email integration, Nearby customers. Project Collaboration: Get things done faster. Keep track of everything from simple tasks to complex projects Form Data Collection: Design & deploy custom forms & on any device. Collect field data instantly. Job & Asset Management: Schedule and track jobs real time, manage assets from your phone Time Tracking: Define custom activities and track work and break time from any phone. Content Repository, store your Notes and Files in one place, manage Assets. Comes integrated with more than 10 mobile applications: • Contacts: consolidate all your client CRM info & activity • Sales & Invoices: deals, quotes, invoicing & product catalog • Projects: tasks, milestones & issues • Jobs: create, assign & manage work orders and jobs on the field real-time • Forms: collect on-site data forms on your mobile and consolidate and export them as Excel sheets on your computer. • Files & Notebooks: view and manage all your file attachments and notes • Calendar: organize your complete schedule from your mobile • Timesheets: record activities daily and generate automatic reports • Expenses: log travel or any company-related expenses, generate monthly reports • Assets: manage database of physical or other assets, with geo-location, support of NFC • and much more... Features: • Fast native phone & tablet versions • Works offline and syncs with your web account • Send quotes, forms & invoices in PDF directly from your phone by email • Phone Call integration (contact lookup, SMS logging) • Photo Capture • Signature Capture • Map View & GPS : show all contacts near your current location • Google Drive & Dropbox integration • Skype app integration • Custom Fields • Share Location with co-workers in real-time (opt-in) • Import/Export native phone contacts, Microsoft Outlook, Gmail, Salesforce and Yahoo Free 30-day trial. Paid licences per user and year thereafter. See upvise.com for pricing details.",1. New Take Picture Popup Box with Support of Google Drive and Dropbox Native apps and New Document Scanning option 2. Optimized document scanning in Forms app for Photo field 3. Upgraded Synchronization protocol. Faster sync in edit screen 4. Enhanced Signature Entry UI & better signature resolution. 5. Support of photos for contacts 6. Map View : Show building and building level in embedded maps
XBSlink.Android,XBSlink Remote,Develop Studios S.L,xbslink-hub@developstudios.com,Free,18 October 2012,Entertainment,3.2M,"500 - 1,000",1.0,2.2 and up,Unrated,n/a,4.3,18,13,1,2,0,2,https://play.google.com/store/apps/details?id=XBSlink.Android,XBSlink Remote for Android is a remote client for XBSlink Hub. Official website with Downloads: http://xbslink-hub.developstudios.com/ Features: - Cloud Listing - Cloud Joining - User List - Chat - Private Messages - Notifications - Sounds,Features: - Cloud Listing - Cloud Joining - User List - Chat - Private Messages - Notifications - Sounds
a.helloworld,ألغاز,Taha App,tahatalal2007@gmail.com,Free,25 May 2012,Puzzle,1.7M,"500,000 - 1,000,000",4.0,2.2 and up,Unrated,n/a,4.1,"2,887","1,871",330,224,158,304,https://play.google.com/store/apps/details?id=a.helloworld,برنامج يحتوي على عدة ألغاز خفيفة مع أجوبتها. خصائص البرنامج: - سوف يتم تحديث البرنامج بشكل دوري لإضافة ألغاز جديدة. - يستطيع المستخدم إضافة لغز جديد ونحن سنتكفل بإضافة اللغز في البرنامج. - يستطيع المستخدم تغيير لون الخط وحجم الخط ولون الخلفية. - إمكانية الذهاب إلى لغز محدد. - إمكانية مشاركة اللغز.,إضافة الألغاز التي أرسلت من قبل المستخدمين. تعديلات على الواجهة.
aftersixgames.com,ASA - SkateBoard Attack,AfterSixApps,admin@aftersixapps.com,Free,12 August 2013,Sports,12M,"100,000 - 500,000",2.5,2.2 and up,Unrated,n/a,4.0,478,311,41,33,19,74,https://play.google.com/store/apps/details?id=aftersixgames.com,"Hop by hydrants and banks, destroy apples to increase your points and do not forget to pick up the androids on the way","This new update has: - Help the developer, Buying a paid version"
air.AlatalatoptikSMAmobilelearningRRP,Alat Optik SMA,Lab Media Fisika UNJ,aditiyanugraha27@gmail.com,Free,28 July 2013,Education,1.6M,"1,000 - 5,000",1.0.0,2.2 and up,Unrated,n/a,4.1,10,7,1,0,0,2,https://play.google.com/store/apps/details?id=air.AlatalatoptikSMAmobilelearningRRP,"Aplikasi ini merupakan sebuha aplikasi android untuk pembelajaran mobile learning pada materi fisika SMA pokok bahasan alat-alat optik. Aplikasi ini terdiri dari 3 jenjang pendidikan pada pokok bahasan yang sama, yaitu: SD (cahaya). SMP (Pemantulan dan pembiasan), dan SMA (Alat-alat Optik). Aplikasi ini dibuat sebagai media pendukung proses pembelajaran fisika di sekolah untuk memfasilitasi siswa belajar dimana saja dan kapan saja. This application is an android app for learning sebuha mobile learning in high school physics subject matter optical instruments. This application consists of 3 levels on the same subject, namely: SD (light). SMP (reflection and refraction), and SMA (Optical Equipment). This application was made as the physical media supporting the learning process in schools to facilitate student learning anywhere and anytime.",null
