domain_name,app_name,developer,email,price,last_update,category,size,number_of_installs,version,compatibility,maturity_rating,app_store_purchases,rating,number_of_ratings,five_star,four_star,three_star,two_star,one_star,link,description,release_text
AutomateIt.mainPackage,AutomateIt - Smart Automation,SmarterApps Ltd,support@automateitapp.com,Free,29 October 2015,Productivity,18M,"500,000 - 1,000,000",3.0.157,2.3 and up,Everyone,$1.99,4.2,"13,159","7,553","3,077","1,178",571,780,https://play.google.com/store/apps/details?id=AutomateIt.mainPackage,"★★★ Over 500,000 downloads! ★★★ AutomateIt is designed to make your life easier by automating various tasks on your Android smartphone or tablet. Define a set of your desired behaviors in response to events on your Android device. Each behavior/rule is defined as a pair of Trigger-Action listed below. ""If you need your phone to adopt some autonomy, you can’t go wrong here"" - www.androidpolice.com ""sometimes I’d like my phone to do stuff all on its own. It’s an Android after all"" - www.androidapps.com ""AutomateIt Is a Simple and Free Android Automation Tool"" - www.lifehacker.com ""It's truly an amazing app"" - www.androidpit.com AutomateIt provides a default set of useful rules to get you started: Low battery warning Quiet at night Normal sound mode at morning Max volume when headset unplugged Lower volume when headset plugged Unmute by SMS Triggers: • Any SMS Trigger - Triggers on SMS received • SMS With Text Trigger - Triggers on receipt of SMS Message with a specific text • Battery Level Trigger - Triggers on a defined battery level • Bluetooth State Enabled/Disabled • Bluetooth Device Connected - Any device or specific device • Incoming/Hang Call - Any call or from a specific contact • Headset Plugged/Unplugged Trigger • Location Trigger - Arriving/Exiting a defined region • External Power Connected/Disconnected • Screen On/Off • Wi-Fi Enabled/Disabled • Connected to Wi-Fi network - Any network or a specific network • Time Trigger - recurring time events • GPS Enabled Changed - GPS Activated/Deactivated and started/stopped looking for current location • SMS from contact • USB Connected/Disconnected Trigger • Airplane Mode Activated/Deactivated • Dock State Trigger - Docked to Car/Desk • Application Status Trigger - Triggers when selected application activated or deactivated • Outgoing call - all calls or calling specific contact • Sound Mode Changed to Silent/Vibrate/Normal • Boot Trigger - triggers on device startup (assuming service starts on boot) • Manual Trigger - Requires user explicit execution of this trigger • Cell ID Trigger - Trigger when connecting or disconnecting from defined cellular cells • NFC Trigger - use NFC tags to launch rules • Weather Trigger - Monitor weather at your location • Mobile Data State Trigger • Activity Recognition - an EXPERIMENTAL trigger that detects when you are in a car, on a bicycle, on foot or standing still Actions: • Notification - Shows notification on notification bar • Play Sound - Plays selected sound • Set Bluetooth State - Enabled/Disabled • Set Sound Mode - Silent / Vibrate / Normal (With/Without Vibrate) • Set Speakerphone State - Turn on/off • Set Volume - Sets volume of all streams or a specific stream • Set Wi-Fi Adapter State - Enabled/Disabled • Start Application • Enable/Disable other rules • Vibrate action • Enable/Disable Data Connectivity action - [NOT supported on some devices - see why on developer website] • Kill Application [Requires Root - see why on developer website] • Launch Home Screen • Activate/Deactivate Airplane mode [Supported for Android version prior to 4.2 and all rooted devices] • Enable/Disable GPS [Supported for Android version prior to 2.3 and all rooted devices] • Enable/Disable Sync • Set Mobile Data - Enable/Disable Mobile Data • Set Screen Brightness - Automatic or specific value • Enable/Disable screen automatic rotation • Dial Phone Number • Send SMS to phone number • Set screen timeout (Including ""Never"" turn off) • Shutdown device [Requires Root] • Text-to-Speech - Say defined text • Reboot [Requires Root] • Set Wallpaper - set your home screen wallpaper Want to AutomateIt with your own language? visit http://goo.gl/qpDoI . Supports English, German, Spanish, Hebrew, Polish, Danish, French, Italian, Czech, Slovak, Romanian, Chinese, Hungarian, Portuguese, Japanese, Korean, Dutch and Russian",• Bug fixes Help us translate AutomateIt at http://translate.automateitapp.com Join our Beta Users Group at http://goo.gl/PRgQGA
Jokes.Hinkhoj,Hindi Jokes ( Chutakule ),HindiMe.Info,hindime.info@gmail.com,Free,11 December 2015,Entertainment,2.5M,"100,000 - 500,000",12.1,2.3 and up,Everyone,n/a,4.0,"2,866","1,563",554,302,182,265,https://play.google.com/store/apps/details?id=Jokes.Hinkhoj,"Best application to read jokes in Hindi (Hindi Chutakule ). Read jokes daily jokes in Hindi font.Daily joke of the day notification service. Share hindi jokes with your friends through app. Track best jokes you like. Different categories for job available like love jokes, husband-wife jokes... Jokes taken from http://www.hindime.info",v11: 1. New UI theme 2. favorite joke option 3. share joke showing proper hindi font on latest android versions.
TheBigL.TheInterpreter,The Interpreter,Squadra Technologies,anthony.lamark2@gmail.com,Free,20 June 2012,Medical,24k,"1,000 - 5,000",4.0,1.6 and up,Unrated,n/a,3.2,9,2,3,1,1,2,https://play.google.com/store/apps/details?id=TheBigL.TheInterpreter,"The Interpreter provides physicians, nurses, physician assistants and medical residency students with quick, easy-to-use decision trees (flowcharts) and the corresponding description of diseases based on the selection of lab abnormalities. The Interpreter provides: Lab abnormality selection, Differential diagnosis, Workup flowcharts and the ability to ""integrate"" multiple lab values for a differential diagnosis list.",null
aMao.apkManager,Apk Manager,lihywh,lihywh@qq.com,Free,8 March 2013,Tools,902k,"50,000 - 100,000",3.6.1,2.2 and up,Unrated,n/a,4.0,702,424,99,56,28,95,https://play.google.com/store/apps/details?id=aMao.apkManager,"Easy & fastest tool to manager app & apk,install,uninstall,share,delete,app2sd,app backup,cache clean ~ ^_^ *Batch install & delete & uninstall & share *Various sort mode,name date size path *Share apps to friends by email & bluetooth & etc. *Efficient cache mechanism * app2sd save storage space *cache clean optimize your devices *app backup save the apk file. *Support froyo & Gingerbread & Ice Cream Sandwich","V3.6.0 2013.3.8 1.add function apk sort out,auto remanem,move to backup folder,delete repeated 2.add support for mutiple storage 3.can change backup location 4.app2sd optimization 5.other bug fix;"
air.DroidBall,ButtonBeats Dubstep Balls,ButtonBeats,info@buttonbeats.com,Free,30 March 2015,Music,30M,"500,000 - 1,000,000",Smash,2.3 and up,Unrated,n/a,4.1,"14,075","8,568","2,226","1,199",735,"1,347",https://play.google.com/store/apps/details?id=air.DroidBall,"These are the ButtonBeats Dubstep Balls. This is a follow up to the popular Buttonbeats Dubstep Cube! I'm sure some of you have been waiting for this! Enjoy. Each of the spheres is a heart pounding dubstep beat. Mix 3 or four beats together to make a song! ButtonBeats.com was launched in august of 2007 by me, Jason. I had a set of music samples I wanted to mix up and I didn't have any software available so I made a program to mix them up. My friend came over and was playing the program for over an hour. So I thought It would be cool to upload it to the internet. So I bought the ButtonBeats.com domain name and uploaded a few different programs I made. A short time later I made the piano. I put the song Jingle Bells up to play on the piano. Then people began to submit many songs for the piano. After about a year I got my friend Everett involved in producing the site and getting the name out there. From there we had a friend Ariel that made music. Ariel, Everett and I spent many afternoons recording sound samples,editing the samples, designing ui, making beats, ordering beats, designing t shirts, stickers, programming and barbecuing. Within the last year we brought Stephan on board. He has skinned the whole site with a new look this summer and has other good ideas in the works right now. Between the four of us, we have the website generating over two million views a month. The site is popular all over the world and continues to grow. Thanks for being part of ButtonBeats.",Fixed Recorder
air.DubstepCube,ButtonBass Dubstep Cube,ButtonBeats,jason@buttonbass.com,Free,30 March 2015,Music,21M,"1,000,000 - 5,000,000",Record,2.3 and up,Everyone,n/a,4.2,"20,190","12,534","3,058","1,802",963,"1,832",https://play.google.com/store/apps/details?id=air.DubstepCube,"This is the ButtonBass Dubstep Cube. Tap multiple cubes on beat or use the sync button to make them synchronize. I recently added the option to swipe multiple cubes to start beats. You should be able to start beats by just tapping the cube without the need to swipe. Please email me if the app is not working as you expect and I will see what I can do to fix this. info@buttonbeats.com This cube has some of the most pumping dubstep beats. ButtonBass.com was launched in august of 2007 by me, Jason. I had a set of music samples I wanted to mix up and I didn't have any software available so I made a program to mix them up. My friend came over and was playing the program for over an hour. So I thought It would be cool to upload it to the internet. So I bought the ButtonBeats.com domain name and uploaded a few different programs I made. A short time later I made the piano. I put the song Jingle Bells up to play on the piano. Then people began to submit many songs for the piano. After about a year I got my friend Everett involved in producing the site and getting the name out there. From there we had a friend Ariel that made music. Ariel, Everett and I spent many afternoons recording sound samples,editing the samples, designing ui, making beats, ordering beats, designing t shirts, stickers, programming and barbecuing. Within the last year we brought Stephan on board. He has skinned the whole site with a new look this summer and has other good ideas in the works right now. Between the four of us, we have the website generating over two million views a month. The site is popular all over the world and continues to grow. Thanks for being part of ButtonBeats.",Fixed recorder
air.FSWeddingandroid,Fashion Studio Wedding Dress,Saaits,support@saaits.com,Free,4 January 2015,Casual,15M,"1,000,000 - 5,000,000",1.5.1,2.2 and up,Everyone,n/a,3.7,"24,831","13,158","2,705","2,453","2,101","4,413",https://play.google.com/store/apps/details?id=air.FSWeddingandroid,"Do you want to design your own wedding dress? Then here's your chance with our latest fashion studio game. You can design, cut and sew your very own dream wedding dress. Select 4 garments and pick a nice color and pattern for each item. Next take your fabrics, cut them and sew them up with the sewing machine. Then show your beautiful creation on the runway!",Security update.
air.Learntoread,Kids Read-English,Bamboomedia,ptsudiarta@gmail.com,Free,13 October 2011,Education,1.4M,"100,000 - 500,000",1.0.0,2.2 and up,Unrated,n/a,3.7,374,173,59,52,28,62,https://play.google.com/store/apps/details?id=air.Learntoread,Kids learn to read word in English. Very simple and fun for Kids. With 3 level and good design.,null
air.LittleGenius,Games for toddlers,a3BGameLab,a3bgame@gmail.com,Free,23 June 2015,Educational Brain Games,12M,"50,000 - 100,000",4.2.0,2.3 and up,Everyone,n/a,3.2,363,139,45,36,41,102,https://play.google.com/store/apps/details?id=air.LittleGenius,"Games for toddlers - The little Genius! is suitable for learning math and several other arguments, in which your missions is to finish all the levels. At the end of the last level, you will become the ""Little Genius""! This is an educational games that improves the memory capacity of children and the ability to concentrate, increasing the level of education. IMPORTANT: NO permissions required, no information private necessary. Do not hesitate to contact us with any questions, to add a specific sound, to fix a bug or any other improvements that you think will help make this a great app for Android: a3bgame@gmail.com",- Complying with COPPA - Children's Online Privacy Protection Act - Improved user experience
air.Littlemermaid,Little Mermaid - Free Game,mary.com,marytitter@gmail.com,Free,26 January 2015,Education,17M,"10,000 - 50,000",2.0,2.3 and up,Everyone,$1.33,3.6,286,143,36,26,19,62,https://play.google.com/store/apps/details?id=air.Littlemermaid,"Find the differences: The Little Mermaid This game is all about the Little Mermaid. A little mermaid swims to the surface of the sea with her fish friends, even though her father told her not to. She sees a ship floating on the water, with a young prince on board. She falls in love with the prince instantly. The ship gets in trouble in a storm, and the prince end up in the water. The little mermaid saves him from the waves, and brings him to land. When her father discovers that the little mermaid fell in love with a human he gets so angry he smashes her stuff. The little mermaid is sad and angry, she decides to visit the sea witch. The witch changes her into a human, but in return takes her voice. The little mermaid needs to get kissed by her prince within 3 days, or else she will become a mermaid again! When the mermaid washes ashore in her human form, the prince finds her, but he doesn't recognise her! Now she has to do her best to make him fall in love with her, and she succeeds! But the witch doesn't like where that is going, so she transforms herself into a beautiful human woman. She puts a spell on the prince, and he becomes so in love with the witch that he wants to marry her within just a day! The prince and the witch are getting married on a ship. All the animals from the sea help the little mermaid by buying her time, they create such a chaos that the witch's magic shell falls to the ground and breaks. The little mermaid regains her voice! Right when the prince wants to kiss the little mermaid, the sun sets. The little mermaid transforms back to her original form, the sea witch takes her prisoner. Luckily, the father of the little mermaid finds out just in time. He captures the sea witch and gives the Little Mermaid her legs back, so she can marry the prince. They lived happily ever after! In this game you will get to know the whole story. Find the difference between the pictures and try to beat the high score! To play on your pc or laptop go to: http://www.mary.com/find-the-differences-the-little-mermaid.html",null
