domain_name,app_name,developer,email,price,last_update,category,size,number_of_installs,version,compatibility,maturity_rating,app_store_purchases,rating,number_of_ratings,five_star,four_star,three_star,two_star,one_star,link,description,release_text
air.RouletteMultiplayer,Roulette Multiplayer,i-mmersive,daniela.iphodroid@googlemail.com,Free,28 May 2012,Card,1.6M,"10,000 - 50,000",1.0.3,2.2 and up,Unrated,n/a,3.5,90,41,10,14,6,19,https://play.google.com/store/apps/details?id=air.RouletteMultiplayer,"Play roulette with many friends in the world The French Roulette game is based on internationally accepted odds and game standards. The most obvious difference between French and American roulette is the game table layout and, of course, the odds! While an American roulette table displays both a single zero, and a double zero, the French table displays only the single zero. The colors of the numbers on the French roulette table are white, while all numbers except the zero and double zero on an American table are either red or black. The locations of the numbers on the roulette wheels in the French and American games also differ. The player odds in French roulette are much, much better than the odds in American roulette! Not only does the French game have just one zero, but players lose only 50% of their even-money wagers if the wheel stops on zero! This is known as the La Partage rule.",null
air.Stickmansniper,Stickman sniper,Starodymov,starodymovgoogl@gmail.com,Free,25 January 2016,Action,24M,"1,000,000 - 5,000,000",1.8.4,2.3 and up,Teen,$1.00,3.1,"9,849","4,175",743,774,590,"3,567",https://play.google.com/store/apps/details?id=air.Stickmansniper,"Stickman Sniper is back! You will play a sniper killer. Necessary to eliminate dangerous criminals and terrorists stikmanov. Different locations (streets, parks and yards) are waiting for you. You have to shoot at criminals, while not hitting ordinary civilians. The streets will be full of civilian people stikmanami and trucks. Find your target and destroy it.","- исправил текст и кнопки - добавил возможность отключить рекламу за деньги (No Ads) - AIR 19 - добавил автора в меню игры, добавил кнопку выхода из игры - кнопку Menu опустил ниже рекламы - добавил автоматический поворот экрана - с главного меню игры убрал рекламу - добавил кнопку выхода из игры - API 9+"
air.StrelkaHUDFREE,HUD АнтиРадар (бесплатно),AIRBITS & Reactive Phone,hudspeedpro@gmail.com,Free,7 September 2015,Transport,13M,"500,000 - 1,000,000",1.11.1,2.2 and up,Everyone,n/a,4.1,"5,732","3,321","1,070",439,310,592,https://play.google.com/store/apps/details?id=air.StrelkaHUDFREE,"База камер покрывает регионы России, Украины, Белоруссии и Казахстана Приложение HUD Speed - это цифровой спидометр с встроенной функцией радар-детектора. HeadUp Display (HUD) - это возможность использовать ваш телефон или планшет как проекционный дисплей. Просто положите устройство под лобовое стекло и вы увидите проекцию скорости и предупреждений о камерах прямо на стекле. Не нужно отвлекаться от дороги - все непосредственно перед вашими глазами! Карта с камерами в нашей базе - http://map.gpsantiradar.info/ * * * * * В солнечную погоду яркости вашего устройства может не хватить для отображения проекции на стекле. В этом случае используйте обычный режим отображения и поставьте устройство в держатель. Ночью, вечером и пасмурную погоду проекция будет всегда хорошо видна! Ключевые функции: - Цифровой спидометр. Скорость, определенная по GPS, является более точной, чем показывает спидометр в машине. - HUD Speed работает как радар-детектор и предупреждает Вас о стационарных камерах и радарах ДПС на Вашем пути. - Отображение данных в проекции на лобовом стекле. - Еженедельные бесплатные обновления базы камер! - Удобный, простой и полностью русифицированный интерфейс. Если при приближении к камере ваша скорость будет выше разрешенной более чем на 19 км/ч, то приложение будет подавать предупреждающие звуки. А это важно, т.к. теперь штраф за превышение на >20 км/ч уже начинается с 500 рублей. Приложение работает с помощью известных данных о расположении стационарных камер и радаров ДПС (такие как Стрелка или Старт СТ) и других объектов. База камер используется от нашего известного приложения GPS АнтиРадар. Наша группа ВКонтакте - http://vk.com/public59336195 Внимание! HUD Speed - это ваш помощник, но не гарант отсутствия штрафов, т.к. новые камеры могут не сразу попадать в базу данных. Пожалуйста, соблюдайте правила дорожного движения. Настоящий радар-детектор, конечно, работает надежнее, но это приложение бесплатно! Tourist cameras pokrыvaet rehyonы Russia, Ukraine, Byelorussia and Kazakhstan Application HUD Speed ​​- This digital spydometr with vstroennoy function radar detector. HeadUp Display (HUD) - This Ability Require your phone or tablet How proektsyonnыy display. Just lay Arrangement pod lobovoe glass and vы uvydyte proektsyyu Speed ​​and preduprezhdenyy of cells directly on the glass. Otvlekatsya not tired from the road - all neposredstvenno before your eyes! Map with cameras in our bazeilles - http://map.gpsantiradar.info/ * * * * * In solnechnuyu weather vasheho Synchronization Device Can not grip to display proektsyy on glass. In this sluchae yspolzuyte Normal mode display and Put the Arrangement in the holder. Night, dinner and pasmurnuyu proektsyya weather will be always visible Good! Key functions: - Digital spydometr. Speed, opredelennaya by GPS, javljaetsja More tochnoy, than pokazыvaet spydometr in the car. - HUD Speed ​​rabotaet As radar detector and you preduprezhdaet of stationary cameras and radar DPS on Vashem way. - Otobrazhenie data in proektsyy on windshields. - Updates are free Ezhenedelnыe bazы cameras! - Convenient, Simple and completely rusyfytsyrovannыy interface. If approximations for the camera at your velocity will be something morethan razreshennoy Above 19 km / h, the Application will be submitted preduprezhdayuschye sounds. A This mainly, because Now the penalty for prevыshenye of> 20 km / h has nachynaetsya with 500 rubles. Application works with pomoshchju of known data at Location of stationary cameras and radarov DPS (the arrow How to Start or CT) and second objects. Base yspolzuetsya cameras from nasheho of famous GPS radar applications. Our group VKontakte - http://vk.com/public59336195 ATTENTION! HUD Speed ​​- This is your assistant, but not the guarantor of absence fines, because New kamerы Immediately mogut not fall into the Database. Please soblyudayte rules of road movement. By this radar detector, of course, rabotaet nadezhnee, but This Application Contacts!",Спасибо за ваши отзывы! Благодаря вам проект развивается и становится лучше. По любым вопросам пишите нам - hudspeedpro@gmail.com В этом обновлении: - Мы начинаем выход на новые страны. При запуске программы выберите вашу страну. - Мы заменили мешающую вибрацию при включении на наглядные иконки в системной панели; - Стабилизирована работа в фоне; - И у самого приложения теперь новая иконка; Приятного использования и безопасной езды!
air.VideoChatterbox,Video Chatterbox,i-mmersive,daniela.iphodroid@googlemail.com,Free,3 November 2014,Social,1.9M,"100,000 - 500,000",4.0.1,3.1 and up,Unrated,n/a,3.6,746,382,87,53,39,185,https://play.google.com/store/apps/details?id=air.VideoChatterbox,"Video chat over WIFI and 3G with front camera support. Users can exchange messages and make free voice and video calls. In the full version you may create custom rooms and meet people who share similar interests.  Supported languages​​: English, all European languages​​, Korean Basic Hangul, Russian, Japanese Kana.",1. new GUI for all devices
air.lpenchfull,LinguPinguin - English Chinese,Elevision GmbH,ap@elevision-film.com,$1.49,6 May 2014,Casual,25M,10 - 50,3.3.1,2.2 and up,Everyone,n/a,null,null,null,null,null,null,null,https://play.google.com/store/apps/details?id=air.lpenchfull,"Language-learning app for preschoolers Make language come to life! This intuitive and colorful app for preschoolers is easy to understand through the combination of image and sound. Educational studies have shown that children of a young age are highly receptive to language learning and articulative expression. With LinguPinguin, curious children encounter a playful approach to learning foreign languages. Nine different visual worlds and a total of ninety funny objects are made available to explore. When tapped, each object comes to life with hilarious animated movements and sounds revealing the spoken word for the object in the native tongue or chosen foreign language. A creative language-learning adventure! Themes are: animals, transportation, food, body, farm, toys, nature, clothes, and apartment. NEW: THE LINGUPINGUIN QUIZ In the LinguPinguin Quiz all words are queried that were learned in the game. Up to 8 points can be collected. Depending on the result you will be rewarded with a funny animation. The LINGUPINGUIN QUIZ makes learning fun! Also for adult travelers, tourists or anyone interested in languages, LinguPinguin is an amusing tool to get in touch with a foreign language. The appealing illustrations and quality animations offered in this app were executed by the Elevision team, who offers other/more educational children apps in the App Store: ""BioMio - My Firs Biology App"", ""PumiLumi - A Hide-And-Seek Adventure"" and ""MooPuu - The Animated Monster Puzzle"" Visit LinguPinguin on Facebook: http://www.facebook.com/lingupinguin",null
air.lpenjpfull,LinguPinguin–English Japanese,Elevision GmbH,ap@elevision-film.com,$1.49,6 May 2014,Educational,25M,10 - 50,3.3.1,2.2 and up,Everyone,n/a,null,null,null,null,null,null,null,https://play.google.com/store/apps/details?id=air.lpenjpfull,"Language-learning app for preschoolers Make language come to life! This intuitive and colorful app for preschoolers is easy to understand through the combination of image and sound. Educational studies have shown that children of a young age are highly receptive to language learning and articulative expression. With LinguPinguin, curious children encounter a playful approach to learning foreign languages. Nine different visual worlds and a total of ninety funny objects are made available to explore. When tapped, each object comes to life with hilarious animated movements and sounds revealing the spoken word for the object in the native tongue or chosen foreign language. A creative language-learning adventure! Themes are: animals, transportation, food, body, farm, toys, nature, clothes, and apartment. NEW: THE LINGUPINGUIN QUIZ In the LinguPinguin Quiz all words are queried that were learned in the game. Up to 8 points can be collected. Depending on the result you will be rewarded with a funny animation. The LINGUPINGUIN QUIZ makes learning fun! Also for adult travelers, tourists or anyone interested in languages, LinguPinguin is an amusing tool to get in touch with a foreign language. The appealing illustrations and quality animations offered in this app were executed by the Elevision team, who offers other/more educational children apps in the App Store: ""BioMio - My Firs Biology App"", ""PumiLumi - A Hide-And-Seek Adventure"" and ""MooPuu - The Animated Monster Puzzle"" Visit LinguPinguin on Facebook: http://www.facebook.com/lingupinguin",null
air.lpenrufull,LinguPinguin - English Russian,Elevision GmbH,ap@elevision-film.com,$1.49,6 May 2014,Educational,25M,10 - 50,3.3.1,2.2 and up,Everyone,n/a,null,null,null,null,null,null,null,https://play.google.com/store/apps/details?id=air.lpenrufull,"Language-learning app for preschoolers Make language come to life! This intuitive and colorful app for preschoolers is easy to understand through the combination of image and sound. Educational studies have shown that children of a young age are highly receptive to language learning and articulative expression. With LinguPinguin, curious children encounter a playful approach to learning foreign languages. Nine different visual worlds and a total of ninety funny objects are made available to explore. When tapped, each object comes to life with hilarious animated movements and sounds revealing the spoken word for the object in the native tongue or chosen foreign language. A creative language-learning adventure! Themes are: animals, transportation, food, body, farm, toys, nature, clothes, and apartment. NEW: THE LINGUPINGUIN QUIZ In the LinguPinguin Quiz all words are queried that were learned in the game. Up to 8 points can be collected. Depending on the result you will be rewarded with a funny animation. The LINGUPINGUIN QUIZ makes learning fun! Also for adult travelers, tourists or anyone interested in languages, LinguPinguin is an amusing tool to get in touch with a foreign language. The appealing illustrations and quality animations offered in this app were executed by the Elevision team, who offers other/more educational children apps in the App Store: ""BioMio - My Firs Biology App"", ""PumiLumi - A Hide-And-Seek Adventure"" and ""MooPuu - The Animated Monster Puzzle"" Visit LinguPinguin on Facebook: http://www.facebook.com/lingupinguin",null
air.mcatandroid,MCAT,MD Hero,goodluck2us@gmail.com,Free,25 August 2014,Education,10M,"1,000 - 5,000",1.3.1,2.2 and up,Unrated,n/a,3.9,8,3,3,1,0,1,https://play.google.com/store/apps/details?id=air.mcatandroid,"MCAT-Review.org outlines converted to fill-in-the-blank quiz format. For more info and how to purchase an activation code, goto http://mcat-review.org",- remembers page on app exit - bookmark button on top right will scroll down to the position you last exited the app
air.perfectbaby,Barbara's Perfect Baby Caring,Girl Games - Vasco Games,girlgamesvg@vascogames.com,Free,26 January 2015,Casual,15M,"100,000 - 500,000",1.0.2,2.3 and up,Everyone,n/a,3.5,"1,671",814,168,161,138,390,https://play.google.com/store/apps/details?id=air.perfectbaby,"Barbara's Perfect Baby Caring: The fifth story of Barbara's storyline! Hi Girls! Barbara is heavily pregnant and the baby can be there in any moment. Please help Barbara and her husband to collect all the stuff before the baby arrives! Do you want to take care of the little new baby? Download the game and care for barbara’s baby. This game has 4 levels with all different things to do. First collect as much baby stuff you can! If you have enough they new baby of Barbara will be born! In the second level you can bath the cute baby. Wash the new little baby with shampoo and bubbles and play with the little girl. Babies like bathing so she will be very happy with you! The next thing to do is to collect all the food for the baby and cook a great meal for the sweet baby girl. And last but not least you can dress her up for the family picture which you can save and show it to all your friends! Can you care for the new baby that is born and help Barbara? Barbara's Perfect Baby Caring features: ✿ Part of the Barbara storyline! ✿ Four different levels to play ✿ Collect food and stuff for the baby, feed, wash and dressup the little girl ✿ With save function, so you can save the picture on your device ✿ Easy and free to play for kids Also play the other storylines to complete Barbara's story! ♥ 1st - Barbara's Bachelorette Party ♥ 2nd - Barbara's Bachelorette Party 2 ♥ 3rd - Barbara's Wedding Rush: http ♥ 4th - Barbara's Honeymoon Love ♥ 5th - Barbara's Perfect Baby Caring ♥ 6th - Barbara's Family Winter Trip This baby caring game is a nice game for all kids and girls who like babies. Here you can care for you own virtual baby, you can dressup, feed and bath the new baby that is just born. It’s a free to play fun game. Barabara’s perfect baby caring is a game from Top Girl games and one of the best caring game for kids and kids games, we publish many different easy to play girl game apps. We hope you will enjoy our Barabara’s perfect baby caring and we hope you give us the love by liking our Facebook page or follow us on twitter. So we can keep you up to date on our girl games, caring and dressup games and makeover games. ★ Facebook - https://www.facebook.com/LadiesDressUp ★Twitter - https://twitter.com/ladiesdressup",null
air.photot,Photoelectric Effect,KIDSS Chifro,support@chifro.com,$1.50,25 September 2013,Education,1.1M,10 - 50,1.0.0,2.2 and up,Everyone,n/a,null,null,null,null,null,null,null,https://play.google.com/store/apps/details?id=air.photot,"Photoelectric Effect is a well known principle of Quantum Theory, taught in the higher grades in science curriculum across the globe. Particle Nature of Electromagnetic Radiation is one of the fundamental principle on which Quantum Theory is based. This is lucidly explained by Photoelectric Effect, formulated by Einstein. The rules behind this effect can be summarized as: 1. No electrons are ejected, regardless of the intensity of the radiation, unless its frequency exceeds a threshold value characteristic of the metal. 2. The kinetic energy of the ejected electrons increases linearly with the frequency of the incident radiation but is independent of the intensity of the radiation. 3. Even at low light intensities, electrons are ejected immediately if the frequency is above the threshold. These observations suggest that the photoelectric effect depends on the ejection of an electron when it is undergoing a collision with a particle-like projectile (the radiation) that carries enough energy to eject the electron from the metal. If we suppose that the projectile is a photon of energy hv, where v is the frequency of the radiation, then the conservation of energy requires that the kinetic energy of the ejected electron should obey hν = φ + Kinetic Energy hν = φ + qVs where Vs is stopping potential. Here φ is the work function which is Planck’s constant times the threshold frequency (v0), a frequency below which the electrons cannot be ejected. Therefore, φ = hv0 This threshold frequency is the characteristic of the metal. Important Results: Increasing the frequency of the incident beam, keeping the number of incident photons fixed (this would result in a proportionate increase in energy) increases the maximum kinetic energy of the photoelectrons emitted. Thus,the stopping voltage increases. The number of electrons ejected also changes because the probability that each photon results in an emitted electron is a function of photon energy. If the intensity of the incident radiation is increased, there is no effect on the kinetic energies of the photoelectrons. Increase in intensity of incident beam (keeping the frequency fixed) increases the magnitude of the photoelectric current, though stopping voltage remains the same. Above the threshold frequency, the maximum kinetic energy of the emitted photoelectron depends on the frequency of the incident light, but is independent of the intensity of the incident light so long as the latter is not too high.",null
